PROLIFIC_PID,q_num,ans,intuition,damage_lvl,question_type
5f4962321798ec4bf94a655f,Q226,no penalty,table,6211,penalty
5f4962321798ec4bf94a655f,Q9...139,A Little Praiseworthy,table,6211,praiseworthy
5f4962321798ec4bf94a655f,Q255,40,table,4321,allocation
5f4962321798ec4bf94a655f,Q225,5% penalty,table,4321,penalty
5f4962321798ec4bf94a655f,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
5fc17e97c8c4d714655b2c6f,Q260,40,table,8642,allocation
5fc17e97c8c4d714655b2c6f,Q227,no penalty,table,8642,penalty
5fc17e97c8c4d714655b2c6f,Q9...160,Moderately Praiseworthy,table,8642,praiseworthy
5fc17e97c8c4d714655b2c6f,Q257,60,table,6211,allocation
5fc17e97c8c4d714655b2c6f,Q226,no penalty,table,6211,penalty
5fc17e97c8c4d714655b2c6f,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
5fc17e97c8c4d714655b2c6f,Q255,35,table,4321,allocation
5fc17e97c8c4d714655b2c6f,Q225,2% penalty,table,4321,penalty
5fc17e97c8c4d714655b2c6f,Q9...125,A Little Blameworthy,table,4321,praiseworthy
67bcd2a9ac3df6ca1b2457f0,Q260,50,table,8642,allocation
67bcd2a9ac3df6ca1b2457f0,Q227,no penalty,table,8642,penalty
67bcd2a9ac3df6ca1b2457f0,Q9...160,Very Praiseworthy,table,8642,praiseworthy
67bcd2a9ac3df6ca1b2457f0,Q257,60,table,6211,allocation
67bcd2a9ac3df6ca1b2457f0,Q226,no penalty,table,6211,penalty
67bcd2a9ac3df6ca1b2457f0,Q9...139,Very Praiseworthy,table,6211,praiseworthy
67bcd2a9ac3df6ca1b2457f0,Q255,35,table,4321,allocation
67bcd2a9ac3df6ca1b2457f0,Q225,2% penalty,table,4321,penalty
67bcd2a9ac3df6ca1b2457f0,Q9...125,Neither,table,4321,praiseworthy
6287d1278f5285de4c237d50,Q260,40,table,8642,allocation
6287d1278f5285de4c237d50,Q227,no penalty,table,8642,penalty
6287d1278f5285de4c237d50,Q9...160,Very Praiseworthy,table,8642,praiseworthy
6287d1278f5285de4c237d50,Q257,70,table,6211,allocation
6287d1278f5285de4c237d50,Q226,no penalty,table,6211,penalty
6287d1278f5285de4c237d50,Q9...139,Very Praiseworthy,table,6211,praiseworthy
6287d1278f5285de4c237d50,Q255,25,table,4321,allocation
6287d1278f5285de4c237d50,Q225,5% penalty,table,4321,penalty
6287d1278f5285de4c237d50,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
676e205d9d4ed64ca5e21411,Q260,80,table,8642,allocation
676e205d9d4ed64ca5e21411,Q227,no penalty,table,8642,penalty
676e205d9d4ed64ca5e21411,Q9...160,Moderately Praiseworthy,table,8642,praiseworthy
676e205d9d4ed64ca5e21411,Q257,60,table,6211,allocation
676e205d9d4ed64ca5e21411,Q226,no penalty,table,6211,penalty
676e205d9d4ed64ca5e21411,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
676e205d9d4ed64ca5e21411,Q255,30,table,4321,allocation
676e205d9d4ed64ca5e21411,Q225,2% penalty,table,4321,penalty
676e205d9d4ed64ca5e21411,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
5d8a29c082fec30001d9c24a,Q260,40,table,8642,allocation
5d8a29c082fec30001d9c24a,Q227,no penalty,table,8642,penalty
5d8a29c082fec30001d9c24a,Q9...160,Very Praiseworthy,table,8642,praiseworthy
5d8a29c082fec30001d9c24a,Q257,50,table,6211,allocation
5d8a29c082fec30001d9c24a,Q226,no penalty,table,6211,penalty
5d8a29c082fec30001d9c24a,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
5d8a29c082fec30001d9c24a,Q255,30,table,4321,allocation
5d8a29c082fec30001d9c24a,Q225,3% penalty,table,4321,penalty
5d8a29c082fec30001d9c24a,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
65451f64283c55141ad604f9,Q260,65,table,8642,allocation
65451f64283c55141ad604f9,Q227,no penalty,table,8642,penalty
65451f64283c55141ad604f9,Q9...160,Moderately Praiseworthy,table,8642,praiseworthy
65451f64283c55141ad604f9,Q257,55,table,6211,allocation
65451f64283c55141ad604f9,Q226,no penalty,table,6211,penalty
65451f64283c55141ad604f9,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
65451f64283c55141ad604f9,Q255,35,table,4321,allocation
65451f64283c55141ad604f9,Q225,1% penalty,table,4321,penalty
65451f64283c55141ad604f9,Q9...125,A Little Blameworthy,table,4321,praiseworthy
5969496f06679c00014b818e,Q260,60,table,8642,allocation
5969496f06679c00014b818e,Q227,5% penalty,table,8642,penalty
5969496f06679c00014b818e,Q9...160,Very Blameworthy,table,8642,praiseworthy
5969496f06679c00014b818e,Q257,70,table,6211,allocation
5969496f06679c00014b818e,Q226,no penalty,table,6211,penalty
5969496f06679c00014b818e,Q9...139,Very Praiseworthy,table,6211,praiseworthy
5969496f06679c00014b818e,Q255,40,table,4321,allocation
5969496f06679c00014b818e,Q225,3% penalty,table,4321,penalty
5969496f06679c00014b818e,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
63e576170eb086a90644efb4,Q260,40,table,8642,allocation
63e576170eb086a90644efb4,Q227,no penalty,table,8642,penalty
63e576170eb086a90644efb4,Q9...160,Neither,table,8642,praiseworthy
63e576170eb086a90644efb4,Q257,60,table,6211,allocation
63e576170eb086a90644efb4,Q226,no penalty,table,6211,penalty
63e576170eb086a90644efb4,Q9...139,Neither,table,6211,praiseworthy
63e576170eb086a90644efb4,Q255,40,table,4321,allocation
63e576170eb086a90644efb4,Q225,1% penalty,table,4321,penalty
63e576170eb086a90644efb4,Q9...125,Neither,table,4321,praiseworthy
67ab8d69f73d8857834ac433,Q260,70,table,8642,allocation
67ab8d69f73d8857834ac433,Q227,no penalty,table,8642,penalty
67ab8d69f73d8857834ac433,Q9...160,Moderately Praiseworthy,table,8642,praiseworthy
67ab8d69f73d8857834ac433,Q257,50,table,6211,allocation
67ab8d69f73d8857834ac433,Q226,3% penalty,table,6211,penalty
67ab8d69f73d8857834ac433,Q9...139,A Little Praiseworthy,table,6211,praiseworthy
67ab8d69f73d8857834ac433,Q255,40,table,4321,allocation
67ab8d69f73d8857834ac433,Q225,3% penalty,table,4321,penalty
67ab8d69f73d8857834ac433,Q9...125,A Little Blameworthy,table,4321,praiseworthy
65f780dfe4aa3357ba290914,Q260,70,table,8642,allocation
65f780dfe4aa3357ba290914,Q227,no penalty,table,8642,penalty
65f780dfe4aa3357ba290914,Q9...160,Moderately Praiseworthy,table,8642,praiseworthy
65f780dfe4aa3357ba290914,Q257,60,table,6211,allocation
65f780dfe4aa3357ba290914,Q226,no penalty,table,6211,penalty
65f780dfe4aa3357ba290914,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
65f780dfe4aa3357ba290914,Q255,40,table,4321,allocation
65f780dfe4aa3357ba290914,Q225,1% penalty,table,4321,penalty
65f780dfe4aa3357ba290914,Q9...125,A Little Blameworthy,table,4321,praiseworthy
63d2094a50ed63bfb3b19fd4,Q260,45,table,8642,allocation
63d2094a50ed63bfb3b19fd4,Q227,no penalty,table,8642,penalty
63d2094a50ed63bfb3b19fd4,Q9...160,Moderately Praiseworthy,table,8642,praiseworthy
63d2094a50ed63bfb3b19fd4,Q257,60,table,6211,allocation
63d2094a50ed63bfb3b19fd4,Q226,no penalty,table,6211,penalty
63d2094a50ed63bfb3b19fd4,Q9...139,A Little Praiseworthy,table,6211,praiseworthy
63d2094a50ed63bfb3b19fd4,Q255,40,table,4321,allocation
63d2094a50ed63bfb3b19fd4,Q225,1% penalty,table,4321,penalty
63d2094a50ed63bfb3b19fd4,Q9...125,A Little Blameworthy,table,4321,praiseworthy
66aa5c3f0d9d6bcf931c3533,Q260,24,table,8642,allocation
66aa5c3f0d9d6bcf931c3533,Q227,no penalty,table,8642,penalty
66aa5c3f0d9d6bcf931c3533,Q9...160,A Little Praiseworthy,table,8642,praiseworthy
66aa5c3f0d9d6bcf931c3533,Q257,17,table,6211,allocation
66aa5c3f0d9d6bcf931c3533,Q226,no penalty,table,6211,penalty
66aa5c3f0d9d6bcf931c3533,Q9...139,Neither,table,6211,praiseworthy
66aa5c3f0d9d6bcf931c3533,Q255,12,table,4321,allocation
66aa5c3f0d9d6bcf931c3533,Q225,no penalty,table,4321,penalty
66aa5c3f0d9d6bcf931c3533,Q9...125,A Little Praiseworthy,table,4321,praiseworthy
66d767c9f152fec7cd93cb55,Q260,25,table,8642,allocation
66d767c9f152fec7cd93cb55,Q227,no penalty,table,8642,penalty
66d767c9f152fec7cd93cb55,Q9...160,Moderately Praiseworthy,table,8642,praiseworthy
66d767c9f152fec7cd93cb55,Q257,50,table,6211,allocation
66d767c9f152fec7cd93cb55,Q226,no penalty,table,6211,penalty
66d767c9f152fec7cd93cb55,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
66d767c9f152fec7cd93cb55,Q255,40,table,4321,allocation
66d767c9f152fec7cd93cb55,Q225,no penalty,table,4321,penalty
66d767c9f152fec7cd93cb55,Q9...125,A Little Blameworthy,table,4321,praiseworthy
664111b80f16ecedfa33dc04,Q260,70,table,8642,allocation
664111b80f16ecedfa33dc04,Q227,no penalty,table,8642,penalty
664111b80f16ecedfa33dc04,Q9...160,Very Praiseworthy,table,8642,praiseworthy
664111b80f16ecedfa33dc04,Q257,60,table,6211,allocation
664111b80f16ecedfa33dc04,Q226,no penalty,table,6211,penalty
664111b80f16ecedfa33dc04,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
664111b80f16ecedfa33dc04,Q255,10,table,4321,allocation
664111b80f16ecedfa33dc04,Q225,1% penalty,table,4321,penalty
664111b80f16ecedfa33dc04,Q9...125,Neither,table,4321,praiseworthy
67221d49d821a70da9221744,Q260,31,table,8642,allocation
67221d49d821a70da9221744,Q227,no penalty,table,8642,penalty
67221d49d821a70da9221744,Q9...160,Moderately Praiseworthy,table,8642,praiseworthy
67221d49d821a70da9221744,Q257,6,table,6211,allocation
67221d49d821a70da9221744,Q226,no penalty,table,6211,penalty
67221d49d821a70da9221744,Q9...139,A Little Praiseworthy,table,6211,praiseworthy
67221d49d821a70da9221744,Q255,18,table,4321,allocation
67221d49d821a70da9221744,Q225,3% penalty,table,4321,penalty
67221d49d821a70da9221744,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
66a3f9e04ef0793e01b941d7,Q260,65,table,8642,allocation
66a3f9e04ef0793e01b941d7,Q227,no penalty,table,8642,penalty
66a3f9e04ef0793e01b941d7,Q9...160,Very Praiseworthy,table,8642,praiseworthy
66a3f9e04ef0793e01b941d7,Q257,60,table,6211,allocation
66a3f9e04ef0793e01b941d7,Q226,no penalty,table,6211,penalty
66a3f9e04ef0793e01b941d7,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
66a3f9e04ef0793e01b941d7,Q255,35,table,4321,allocation
66a3f9e04ef0793e01b941d7,Q225,2% penalty,table,4321,penalty
66a3f9e04ef0793e01b941d7,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
6643fee20b29ef525a53f021,Q260,25,table,8642,allocation
6643fee20b29ef525a53f021,Q227,no penalty,table,8642,penalty
6643fee20b29ef525a53f021,Q9...160,Moderately Praiseworthy,table,8642,praiseworthy
6643fee20b29ef525a53f021,Q257,25,table,6211,allocation
6643fee20b29ef525a53f021,Q226,no penalty,table,6211,penalty
6643fee20b29ef525a53f021,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
6643fee20b29ef525a53f021,Q255,25,table,4321,allocation
6643fee20b29ef525a53f021,Q225,3% penalty,table,4321,penalty
6643fee20b29ef525a53f021,Q9...125,A Little Blameworthy,table,4321,praiseworthy
6691a5c500af8a7d634133f7,Q260,30,table,8642,allocation
6691a5c500af8a7d634133f7,Q227,no penalty,table,8642,penalty
6691a5c500af8a7d634133f7,Q9...160,Very Praiseworthy,table,8642,praiseworthy
6691a5c500af8a7d634133f7,Q257,60,table,6211,allocation
6691a5c500af8a7d634133f7,Q226,no penalty,table,6211,penalty
6691a5c500af8a7d634133f7,Q9...139,Very Praiseworthy,table,6211,praiseworthy
6691a5c500af8a7d634133f7,Q255,15,table,4321,allocation
6691a5c500af8a7d634133f7,Q225,no penalty,table,4321,penalty
6691a5c500af8a7d634133f7,Q9...125,A Little Praiseworthy,table,4321,praiseworthy
5f7e103122109d09bcb42291,Q260,50,table,8642,allocation
5f7e103122109d09bcb42291,Q227,no penalty,table,8642,penalty
5f7e103122109d09bcb42291,Q9...160,A Little Praiseworthy,table,8642,praiseworthy
5f7e103122109d09bcb42291,Q257,80,table,6211,allocation
5f7e103122109d09bcb42291,Q226,no penalty,table,6211,penalty
5f7e103122109d09bcb42291,Q9...139,A Little Praiseworthy,table,6211,praiseworthy
5f7e103122109d09bcb42291,Q255,30,table,4321,allocation
5f7e103122109d09bcb42291,Q225,1% penalty,table,4321,penalty
5f7e103122109d09bcb42291,Q9...125,Neither,table,4321,praiseworthy
654fe6af3517f92a06444ca5,Q260,50,table,8642,allocation
654fe6af3517f92a06444ca5,Q227,no penalty,table,8642,penalty
654fe6af3517f92a06444ca5,Q9...160,Very Praiseworthy,table,8642,praiseworthy
654fe6af3517f92a06444ca5,Q257,45,table,6211,allocation
654fe6af3517f92a06444ca5,Q226,no penalty,table,6211,penalty
654fe6af3517f92a06444ca5,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
654fe6af3517f92a06444ca5,Q255,5,table,4321,allocation
654fe6af3517f92a06444ca5,Q225,5% penalty,table,4321,penalty
654fe6af3517f92a06444ca5,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
5731e4005b8b06000f7e36b3,Q260,40,table,8642,allocation
5731e4005b8b06000f7e36b3,Q227,no penalty,table,8642,penalty
5731e4005b8b06000f7e36b3,Q9...160,A Little Praiseworthy,table,8642,praiseworthy
5731e4005b8b06000f7e36b3,Q257,50,table,6211,allocation
5731e4005b8b06000f7e36b3,Q226,no penalty,table,6211,penalty
5731e4005b8b06000f7e36b3,Q9...139,A Little Praiseworthy,table,6211,praiseworthy
5731e4005b8b06000f7e36b3,Q255,25,table,4321,allocation
5731e4005b8b06000f7e36b3,Q225,4% penalty,table,4321,penalty
5731e4005b8b06000f7e36b3,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
66b93ca6468b2cb25b039588,Q260,80,table,8642,allocation
66b93ca6468b2cb25b039588,Q227,no penalty,table,8642,penalty
66b93ca6468b2cb25b039588,Q9...160,Very Praiseworthy,table,8642,praiseworthy
66b93ca6468b2cb25b039588,Q257,35,table,6211,allocation
66b93ca6468b2cb25b039588,Q226,no penalty,table,6211,penalty
66b93ca6468b2cb25b039588,Q9...139,Very Praiseworthy,table,6211,praiseworthy
66b93ca6468b2cb25b039588,Q255,10,table,4321,allocation
66b93ca6468b2cb25b039588,Q225,5% penalty,table,4321,penalty
66b93ca6468b2cb25b039588,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
6720ccb8144152f7c205c2c2,Q260,35,table,8642,allocation
6720ccb8144152f7c205c2c2,Q227,no penalty,table,8642,penalty
6720ccb8144152f7c205c2c2,Q9...160,A Little Praiseworthy,table,8642,praiseworthy
6720ccb8144152f7c205c2c2,Q257,28,table,6211,allocation
6720ccb8144152f7c205c2c2,Q226,1% penalty,table,6211,penalty
6720ccb8144152f7c205c2c2,Q9...139,A Little Praiseworthy,table,6211,praiseworthy
6720ccb8144152f7c205c2c2,Q255,25,table,4321,allocation
6720ccb8144152f7c205c2c2,Q225,2% penalty,table,4321,penalty
6720ccb8144152f7c205c2c2,Q9...125,Neither,table,4321,praiseworthy
5c952f252e2e320019b1aa7b,Q260,35,table,8642,allocation
5c952f252e2e320019b1aa7b,Q227,no penalty,table,8642,penalty
5c952f252e2e320019b1aa7b,Q9...160,Very Praiseworthy,table,8642,praiseworthy
5c952f252e2e320019b1aa7b,Q257,25,table,6211,allocation
5c952f252e2e320019b1aa7b,Q226,no penalty,table,6211,penalty
5c952f252e2e320019b1aa7b,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
5c952f252e2e320019b1aa7b,Q255,25,table,4321,allocation
5c952f252e2e320019b1aa7b,Q225,2% penalty,table,4321,penalty
5c952f252e2e320019b1aa7b,Q9...125,A Little Blameworthy,table,4321,praiseworthy
62dabc9d3a584120de29162e,Q260,40,table,8642,allocation
62dabc9d3a584120de29162e,Q227,no penalty,table,8642,penalty
62dabc9d3a584120de29162e,Q9...160,Very Praiseworthy,table,8642,praiseworthy
62dabc9d3a584120de29162e,Q257,5,table,6211,allocation
62dabc9d3a584120de29162e,Q226,1% penalty,table,6211,penalty
62dabc9d3a584120de29162e,Q9...139,Neither,table,6211,praiseworthy
62dabc9d3a584120de29162e,Q255,3,table,4321,allocation
62dabc9d3a584120de29162e,Q225,2% penalty,table,4321,penalty
62dabc9d3a584120de29162e,Q9...125,A Little Blameworthy,table,4321,praiseworthy
6150635d3ed88ca13c7df0b3,Q260,30,table,8642,allocation
6150635d3ed88ca13c7df0b3,Q227,no penalty,table,8642,penalty
6150635d3ed88ca13c7df0b3,Q9...160,Moderately Praiseworthy,table,8642,praiseworthy
6150635d3ed88ca13c7df0b3,Q257,55,table,6211,allocation
6150635d3ed88ca13c7df0b3,Q226,no penalty,table,6211,penalty
6150635d3ed88ca13c7df0b3,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
6150635d3ed88ca13c7df0b3,Q255,30,table,4321,allocation
6150635d3ed88ca13c7df0b3,Q225,5% penalty,table,4321,penalty
6150635d3ed88ca13c7df0b3,Q9...125,A Little Blameworthy,table,4321,praiseworthy
666149cb6a138209b157427b,Q260,65,table,8642,allocation
666149cb6a138209b157427b,Q227,no penalty,table,8642,penalty
666149cb6a138209b157427b,Q9...160,Moderately Praiseworthy,table,8642,praiseworthy
666149cb6a138209b157427b,Q257,75,table,6211,allocation
666149cb6a138209b157427b,Q226,no penalty,table,6211,penalty
666149cb6a138209b157427b,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
666149cb6a138209b157427b,Q255,35,table,4321,allocation
666149cb6a138209b157427b,Q225,2% penalty,table,4321,penalty
666149cb6a138209b157427b,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
6400d8d5cc4ede5d5619eb4f,Q260,45,table,8642,allocation
6400d8d5cc4ede5d5619eb4f,Q227,no penalty,table,8642,penalty
6400d8d5cc4ede5d5619eb4f,Q9...160,Moderately Praiseworthy,table,8642,praiseworthy
6400d8d5cc4ede5d5619eb4f,Q257,40,table,6211,allocation
6400d8d5cc4ede5d5619eb4f,Q226,no penalty,table,6211,penalty
6400d8d5cc4ede5d5619eb4f,Q9...139,A Little Praiseworthy,table,6211,praiseworthy
6400d8d5cc4ede5d5619eb4f,Q255,15,table,4321,allocation
6400d8d5cc4ede5d5619eb4f,Q225,3% penalty,table,4321,penalty
6400d8d5cc4ede5d5619eb4f,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
65f2671eccdcf67dce54df9f,Q260,40,table,8642,allocation
65f2671eccdcf67dce54df9f,Q227,no penalty,table,8642,penalty
65f2671eccdcf67dce54df9f,Q9...160,Very Praiseworthy,table,8642,praiseworthy
65f2671eccdcf67dce54df9f,Q257,90,table,6211,allocation
65f2671eccdcf67dce54df9f,Q226,no penalty,table,6211,penalty
65f2671eccdcf67dce54df9f,Q9...139,Very Praiseworthy,table,6211,praiseworthy
65f2671eccdcf67dce54df9f,Q255,45,table,4321,allocation
65f2671eccdcf67dce54df9f,Q225,3% penalty,table,4321,penalty
65f2671eccdcf67dce54df9f,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
55f1d57632af74001217014d,Q260,20,table,8642,allocation
55f1d57632af74001217014d,Q227,no penalty,table,8642,penalty
55f1d57632af74001217014d,Q9...160,Moderately Praiseworthy,table,8642,praiseworthy
55f1d57632af74001217014d,Q257,18,table,6211,allocation
55f1d57632af74001217014d,Q226,no penalty,table,6211,penalty
55f1d57632af74001217014d,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
55f1d57632af74001217014d,Q255,15,table,4321,allocation
55f1d57632af74001217014d,Q225,no penalty,table,4321,penalty
55f1d57632af74001217014d,Q9...125,Neither,table,4321,praiseworthy
678aa80f603c484fc735e2e7,Q260,19,table,8642,allocation
678aa80f603c484fc735e2e7,Q227,1% penalty,table,8642,penalty
678aa80f603c484fc735e2e7,Q9...160,A Little Blameworthy,table,8642,praiseworthy
678aa80f603c484fc735e2e7,Q257,40,table,6211,allocation
678aa80f603c484fc735e2e7,Q226,3% penalty,table,6211,penalty
678aa80f603c484fc735e2e7,Q9...139,A Little Praiseworthy,table,6211,praiseworthy
678aa80f603c484fc735e2e7,Q255,50,table,4321,allocation
678aa80f603c484fc735e2e7,Q225,no penalty,table,4321,penalty
678aa80f603c484fc735e2e7,Q9...125,A Little Blameworthy,table,4321,praiseworthy
668f4963f56b93ef61e2edff,Q260,50,table,8642,allocation
668f4963f56b93ef61e2edff,Q227,no penalty,table,8642,penalty
668f4963f56b93ef61e2edff,Q9...160,Moderately Praiseworthy,table,8642,praiseworthy
668f4963f56b93ef61e2edff,Q257,60,table,6211,allocation
668f4963f56b93ef61e2edff,Q226,no penalty,table,6211,penalty
668f4963f56b93ef61e2edff,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
668f4963f56b93ef61e2edff,Q255,40,table,4321,allocation
668f4963f56b93ef61e2edff,Q225,3% penalty,table,4321,penalty
668f4963f56b93ef61e2edff,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
66f55772a7312a23f27b3196,Q260,35,table,8642,allocation
66f55772a7312a23f27b3196,Q227,no penalty,table,8642,penalty
66f55772a7312a23f27b3196,Q9...160,Very Praiseworthy,table,8642,praiseworthy
66f55772a7312a23f27b3196,Q257,45,table,6211,allocation
66f55772a7312a23f27b3196,Q226,no penalty,table,6211,penalty
66f55772a7312a23f27b3196,Q9...139,Very Praiseworthy,table,6211,praiseworthy
66f55772a7312a23f27b3196,Q255,35,table,4321,allocation
66f55772a7312a23f27b3196,Q225,1% penalty,table,4321,penalty
66f55772a7312a23f27b3196,Q9...125,A Little Blameworthy,table,4321,praiseworthy
62cc4627b5f80e3f1419b735,Q260,32,table,8642,allocation
62cc4627b5f80e3f1419b735,Q227,no penalty,table,8642,penalty
62cc4627b5f80e3f1419b735,Q9...160,Neither,table,8642,praiseworthy
62cc4627b5f80e3f1419b735,Q257,70,table,6211,allocation
62cc4627b5f80e3f1419b735,Q226,no penalty,table,6211,penalty
62cc4627b5f80e3f1419b735,Q9...139,Neither,table,6211,praiseworthy
62cc4627b5f80e3f1419b735,Q255,60,table,4321,allocation
62cc4627b5f80e3f1419b735,Q225,no penalty,table,4321,penalty
62cc4627b5f80e3f1419b735,Q9...125,Neither,table,4321,praiseworthy
5de5538f8fde1c4dbc951498,Q260,35,table,8642,allocation
5de5538f8fde1c4dbc951498,Q227,no penalty,table,8642,penalty
5de5538f8fde1c4dbc951498,Q9...160,Neither,table,8642,praiseworthy
5de5538f8fde1c4dbc951498,Q257,30,table,6211,allocation
5de5538f8fde1c4dbc951498,Q226,no penalty,table,6211,penalty
5de5538f8fde1c4dbc951498,Q9...139,A Little Praiseworthy,table,6211,praiseworthy
5de5538f8fde1c4dbc951498,Q255,20,table,4321,allocation
5de5538f8fde1c4dbc951498,Q225,no penalty,table,4321,penalty
5de5538f8fde1c4dbc951498,Q9...125,A Little Blameworthy,table,4321,praiseworthy
66de057ab63a3138342ab763,Q260,40,table,8642,allocation
66de057ab63a3138342ab763,Q227,no penalty,table,8642,penalty
66de057ab63a3138342ab763,Q9...160,Neither,table,8642,praiseworthy
66de057ab63a3138342ab763,Q257,40,table,6211,allocation
66de057ab63a3138342ab763,Q226,no penalty,table,6211,penalty
66de057ab63a3138342ab763,Q9...139,Neither,table,6211,praiseworthy
66de057ab63a3138342ab763,Q255,365,table,4321,allocation
66de057ab63a3138342ab763,Q225,no penalty,table,4321,penalty
66de057ab63a3138342ab763,Q9...125,Neither,table,4321,praiseworthy
662ab5263d82351fe034f09c,Q260,40,table,8642,allocation
662ab5263d82351fe034f09c,Q227,no penalty,table,8642,penalty
662ab5263d82351fe034f09c,Q9...160,Very Praiseworthy,table,8642,praiseworthy
662ab5263d82351fe034f09c,Q257,35,table,6211,allocation
662ab5263d82351fe034f09c,Q226,no penalty,table,6211,penalty
662ab5263d82351fe034f09c,Q9...139,Very Praiseworthy,table,6211,praiseworthy
662ab5263d82351fe034f09c,Q255,20,table,4321,allocation
662ab5263d82351fe034f09c,Q225,2% penalty,table,4321,penalty
662ab5263d82351fe034f09c,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
673382e0792b2291c83d1533,Q260,25,table,8642,allocation
673382e0792b2291c83d1533,Q227,no penalty,table,8642,penalty
673382e0792b2291c83d1533,Q9...160,A Little Praiseworthy,table,8642,praiseworthy
673382e0792b2291c83d1533,Q257,20,table,6211,allocation
673382e0792b2291c83d1533,Q226,5% penalty,table,6211,penalty
673382e0792b2291c83d1533,Q9...139,A Little Praiseworthy,table,6211,praiseworthy
673382e0792b2291c83d1533,Q255,10,table,4321,allocation
673382e0792b2291c83d1533,Q225,5% penalty,table,4321,penalty
673382e0792b2291c83d1533,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
67ed7b83632489250d68dc66,Q260,45,table,8642,allocation
67ed7b83632489250d68dc66,Q227,no penalty,table,8642,penalty
67ed7b83632489250d68dc66,Q9...160,Moderately Praiseworthy,table,8642,praiseworthy
67ed7b83632489250d68dc66,Q257,35,table,6211,allocation
67ed7b83632489250d68dc66,Q226,no penalty,table,6211,penalty
67ed7b83632489250d68dc66,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
67ed7b83632489250d68dc66,Q255,20,table,4321,allocation
67ed7b83632489250d68dc66,Q225,no penalty,table,4321,penalty
67ed7b83632489250d68dc66,Q9...125,A Little Praiseworthy,table,4321,praiseworthy
67e0a40acdfba25af84c0b48,Q260,4,table,8642,allocation
67e0a40acdfba25af84c0b48,Q227,3% penalty,table,8642,penalty
67e0a40acdfba25af84c0b48,Q9...160,Moderately Blameworthy,table,8642,praiseworthy
67e0a40acdfba25af84c0b48,Q257,3,table,6211,allocation
67e0a40acdfba25af84c0b48,Q226,2% penalty,table,6211,penalty
67e0a40acdfba25af84c0b48,Q9...139,A Little Blameworthy,table,6211,praiseworthy
67e0a40acdfba25af84c0b48,Q255,1,table,4321,allocation
67e0a40acdfba25af84c0b48,Q225,no penalty,table,4321,penalty
67e0a40acdfba25af84c0b48,Q9...125,Moderately Praiseworthy,table,4321,praiseworthy
6657584ca6e3645f4a99e753,Q260,45,table,8642,allocation
6657584ca6e3645f4a99e753,Q227,1% penalty,table,8642,penalty
6657584ca6e3645f4a99e753,Q9...160,Neither,table,8642,praiseworthy
6657584ca6e3645f4a99e753,Q257,50,table,6211,allocation
6657584ca6e3645f4a99e753,Q226,1% penalty,table,6211,penalty
6657584ca6e3645f4a99e753,Q9...139,Neither,table,6211,praiseworthy
6657584ca6e3645f4a99e753,Q255,0,table,4321,allocation
6657584ca6e3645f4a99e753,Q225,5% penalty,table,4321,penalty
6657584ca6e3645f4a99e753,Q9...125,Neither,table,4321,praiseworthy
63ce4a983479277bba4987c5,Q260,2,table,8642,allocation
63ce4a983479277bba4987c5,Q227,2% penalty,table,8642,penalty
63ce4a983479277bba4987c5,Q9...160,Very Praiseworthy,table,8642,praiseworthy
63ce4a983479277bba4987c5,Q257,2,table,6211,allocation
63ce4a983479277bba4987c5,Q226,2% penalty,table,6211,penalty
63ce4a983479277bba4987c5,Q9...139,A Little Praiseworthy,table,6211,praiseworthy
63ce4a983479277bba4987c5,Q255,2,table,4321,allocation
63ce4a983479277bba4987c5,Q225,2% penalty,table,4321,penalty
