PROLIFIC_PID,question_num,ans,intuition,color,damage_lvl,question_type,base_line,diff,full_type
67f7ad86a00a3d4a44eda0db,Q9...103,-1,unint,blues,6211,praiseworthy,0,-1,praiseworthy_6211
67f7ad86a00a3d4a44eda0db,Q300,25,unint,blues,4321,allocation,40,-15,allocation_4321
67f7ad86a00a3d4a44eda0db,Q301,5,unint,blues,4321,penalty,0,5,penalty_4321
67f7ad86a00a3d4a44eda0db,Q302,-1,unint,blues,4321,praiseworthy,0,-1,praiseworthy_4321
6679e9e155f1b9a85492399f,Q246,25,int,blues,8642,allocation,40,-15,allocation_8642
6679e9e155f1b9a85492399f,Q215,3,int,blues,8642,penalty,0,3,penalty_8642
6679e9e155f1b9a85492399f,Q9...129,-2,int,blues,8642,praiseworthy,0,-2,praiseworthy_8642
6679e9e155f1b9a85492399f,Q305,40,int,blues,6211,allocation,60,-20,allocation_6211
6679e9e155f1b9a85492399f,Q306,5,int,blues,6211,penalty,0,5,penalty_6211
6679e9e155f1b9a85492399f,Q307,-2,int,blues,6211,praiseworthy,0,-2,praiseworthy_6211
6679e9e155f1b9a85492399f,Q325,50,int,blues,4321,allocation,40,10,allocation_4321
6679e9e155f1b9a85492399f,Q326,0,int,blues,4321,penalty,0,0,penalty_4321
6679e9e155f1b9a85492399f,Q327,2,int,blues,4321,praiseworthy,0,2,praiseworthy_4321
5c3a518e0b5bb30001033afd,Q320,10,unint,blues,8642,allocation,40,-30,allocation_8642
5c3a518e0b5bb30001033afd,Q321,0,unint,blues,8642,penalty,0,0,penalty_8642
5c3a518e0b5bb30001033afd,Q322,2,unint,blues,8642,praiseworthy,0,2,praiseworthy_8642
5c3a518e0b5bb30001033afd,Q245,10,unint,blues,6211,allocation,60,-50,allocation_6211
5c3a518e0b5bb30001033afd,Q206,0,unint,blues,6211,penalty,0,0,penalty_6211
5c3a518e0b5bb30001033afd,Q9...103,2,unint,blues,6211,praiseworthy,0,2,praiseworthy_6211
5c3a518e0b5bb30001033afd,Q300,10,unint,blues,4321,allocation,40,-30,allocation_4321
5c3a518e0b5bb30001033afd,Q301,0,unint,blues,4321,penalty,0,0,penalty_4321
5c3a518e0b5bb30001033afd,Q302,3,unint,blues,4321,praiseworthy,0,3,praiseworthy_4321
5ee91afe009ed529a095019b,Q241,50,unint,rocket,8642,allocation,40,10,allocation_8642
5ee91afe009ed529a095019b,Q233,4,unint,rocket,8642,penalty,0,4,penalty_8642
5ee91afe009ed529a095019b,Q213,-2,unint,rocket,8642,praiseworthy,0,-2,praiseworthy_8642
5ee91afe009ed529a095019b,Q310,40,unint,rocket,6211,allocation,60,-20,allocation_6211
5ee91afe009ed529a095019b,Q311,0,unint,rocket,6211,penalty,0,0,penalty_6211
5ee91afe009ed529a095019b,Q312,1,unint,rocket,6211,praiseworthy,0,1,praiseworthy_6211
5ee91afe009ed529a095019b,Q295,50,unint,rocket,4321,allocation,40,10,allocation_4321
5ee91afe009ed529a095019b,Q296,4,unint,rocket,4321,penalty,0,4,penalty_4321
5ee91afe009ed529a095019b,Q297,-2,unint,rocket,4321,praiseworthy,0,-2,praiseworthy_4321
60dc58e913fdfde86caccc77,Q244,30,int,rocket,8642,allocation,40,-10,allocation_8642
60dc58e913fdfde86caccc77,Q160,2,int,rocket,8642,penalty,0,2,penalty_8642
60dc58e913fdfde86caccc77,Q9...63,-2,int,rocket,8642,praiseworthy,0,-2,praiseworthy_8642
60dc58e913fdfde86caccc77,Q315,30,int,rocket,6211,allocation,60,-30,allocation_6211
60dc58e913fdfde86caccc77,Q316,0,int,rocket,6211,penalty,0,0,penalty_6211
60dc58e913fdfde86caccc77,Q317,2,int,rocket,6211,praiseworthy,0,2,praiseworthy_6211
60dc58e913fdfde86caccc77,Q290,30,int,rocket,4321,allocation,40,-10,allocation_4321
60dc58e913fdfde86caccc77,Q291,5,int,rocket,4321,penalty,0,5,penalty_4321
60dc58e913fdfde86caccc77,Q292,-3,int,rocket,4321,praiseworthy,0,-3,praiseworthy_4321
6764620852e26ebd4bf15a0f,Q244,45,int,rocket,8642,allocation,40,5,allocation_8642
6764620852e26ebd4bf15a0f,Q160,2,int,rocket,8642,penalty,0,2,penalty_8642
6764620852e26ebd4bf15a0f,Q9...63,-1,int,rocket,8642,praiseworthy,0,-1,praiseworthy_8642
6764620852e26ebd4bf15a0f,Q315,45,int,rocket,6211,allocation,60,-15,allocation_6211
6764620852e26ebd4bf15a0f,Q316,5,int,rocket,6211,penalty,0,5,penalty_6211
6764620852e26ebd4bf15a0f,Q317,-2,int,rocket,6211,praiseworthy,0,-2,praiseworthy_6211
6764620852e26ebd4bf15a0f,Q290,30,int,rocket,4321,allocation,40,-10,allocation_4321
6764620852e26ebd4bf15a0f,Q291,4,int,rocket,4321,penalty,0,4,penalty_4321
6764620852e26ebd4bf15a0f,Q292,-1,int,rocket,4321,praiseworthy,0,-1,praiseworthy_4321
67f7680039401b5913f923b8,Q246,30,int,blues,8642,allocation,40,-10,allocation_8642
67f7680039401b5913f923b8,Q215,0,int,blues,8642,penalty,0,0,penalty_8642
67f7680039401b5913f923b8,Q9...129,2,int,blues,8642,praiseworthy,0,2,praiseworthy_8642
67f7680039401b5913f923b8,Q305,40,int,blues,6211,allocation,60,-20,allocation_6211
67f7680039401b5913f923b8,Q306,0,int,blues,6211,penalty,0,0,penalty_6211
67f7680039401b5913f923b8,Q307,3,int,blues,6211,praiseworthy,0,3,praiseworthy_6211
67f7680039401b5913f923b8,Q325,50,int,blues,4321,allocation,40,10,allocation_4321
67f7680039401b5913f923b8,Q326,0,int,blues,4321,penalty,0,0,penalty_4321
67f7680039401b5913f923b8,Q327,3,int,blues,4321,praiseworthy,0,3,praiseworthy_4321
673bcd3aa6da080bbe893890,Q246,0,int,blues,8642,allocation,40,-40,allocation_8642
673bcd3aa6da080bbe893890,Q215,0,int,blues,8642,penalty,0,0,penalty_8642
673bcd3aa6da080bbe893890,Q9...129,-2,int,blues,8642,praiseworthy,0,-2,praiseworthy_8642
673bcd3aa6da080bbe893890,Q305,70,int,blues,6211,allocation,60,10,allocation_6211
673bcd3aa6da080bbe893890,Q306,0,int,blues,6211,penalty,0,0,penalty_6211
673bcd3aa6da080bbe893890,Q307,0,int,blues,6211,praiseworthy,0,0,praiseworthy_6211
673bcd3aa6da080bbe893890,Q325,25,int,blues,4321,allocation,40,-15,allocation_4321
673bcd3aa6da080bbe893890,Q326,0,int,blues,4321,penalty,0,0,penalty_4321
673bcd3aa6da080bbe893890,Q327,1,int,blues,4321,praiseworthy,0,1,praiseworthy_4321
6630dac9fd40f4bab44cc564,Q244,45,int,rocket,8642,allocation,40,5,allocation_8642
6630dac9fd40f4bab44cc564,Q160,5,int,rocket,8642,penalty,0,5,penalty_8642
6630dac9fd40f4bab44cc564,Q9...63,-1,int,rocket,8642,praiseworthy,0,-1,praiseworthy_8642
6630dac9fd40f4bab44cc564,Q315,75,int,rocket,6211,allocation,60,15,allocation_6211
6630dac9fd40f4bab44cc564,Q316,0,int,rocket,6211,penalty,0,0,penalty_6211
6630dac9fd40f4bab44cc564,Q317,2,int,rocket,6211,praiseworthy,0,2,praiseworthy_6211
6630dac9fd40f4bab44cc564,Q290,55,int,rocket,4321,allocation,40,15,allocation_4321
6630dac9fd40f4bab44cc564,Q291,5,int,rocket,4321,penalty,0,5,penalty_4321
6630dac9fd40f4bab44cc564,Q292,-1,int,rocket,4321,praiseworthy,0,-1,praiseworthy_4321
67f10e3f8300bad87f3e5dd7,Q241,50,unint,rocket,8642,allocation,40,10,allocation_8642
67f10e3f8300bad87f3e5dd7,Q233,0,unint,rocket,8642,penalty,0,0,penalty_8642
67f10e3f8300bad87f3e5dd7,Q213,3,unint,rocket,8642,praiseworthy,0,3,praiseworthy_8642
67f10e3f8300bad87f3e5dd7,Q310,75,unint,rocket,6211,allocation,60,15,allocation_6211
67f10e3f8300bad87f3e5dd7,Q311,5,unint,rocket,6211,penalty,0,5,penalty_6211
67f10e3f8300bad87f3e5dd7,Q312,3,unint,rocket,6211,praiseworthy,0,3,praiseworthy_6211
67f10e3f8300bad87f3e5dd7,Q295,10,unint,rocket,4321,allocation,40,-30,allocation_4321
67f10e3f8300bad87f3e5dd7,Q296,5,unint,rocket,4321,penalty,0,5,penalty_4321
67f10e3f8300bad87f3e5dd7,Q297,3,unint,rocket,4321,praiseworthy,0,3,praiseworthy_4321
6685972a47c814c8cf59c0ae,Q244,25,int,rocket,8642,allocation,40,-15,allocation_8642
6685972a47c814c8cf59c0ae,Q160,2,int,rocket,8642,penalty,0,2,penalty_8642
6685972a47c814c8cf59c0ae,Q9...63,-1,int,rocket,8642,praiseworthy,0,-1,praiseworthy_8642
6685972a47c814c8cf59c0ae,Q315,60,int,rocket,6211,allocation,60,0,allocation_6211
6685972a47c814c8cf59c0ae,Q316,0,int,rocket,6211,penalty,0,0,penalty_6211
6685972a47c814c8cf59c0ae,Q317,0,int,rocket,6211,praiseworthy,0,0,praiseworthy_6211
6685972a47c814c8cf59c0ae,Q290,60,int,rocket,4321,allocation,40,20,allocation_4321
6685972a47c814c8cf59c0ae,Q291,5,int,rocket,4321,penalty,0,5,penalty_4321
6685972a47c814c8cf59c0ae,Q292,-2,int,rocket,4321,praiseworthy,0,-2,praiseworthy_4321
67f652471ad7aa8dd92071d7,Q244,60,int,rocket,8642,allocation,40,20,allocation_8642
67f652471ad7aa8dd92071d7,Q160,3,int,rocket,8642,penalty,0,3,penalty_8642
67f652471ad7aa8dd92071d7,Q9...63,-2,int,rocket,8642,praiseworthy,0,-2,praiseworthy_8642
67f652471ad7aa8dd92071d7,Q315,80,int,rocket,6211,allocation,60,20,allocation_6211
67f652471ad7aa8dd92071d7,Q316,3,int,rocket,6211,penalty,0,3,penalty_6211
67f652471ad7aa8dd92071d7,Q317,0,int,rocket,6211,praiseworthy,0,0,praiseworthy_6211
67f652471ad7aa8dd92071d7,Q290,40,int,rocket,4321,allocation,40,0,allocation_4321
67f652471ad7aa8dd92071d7,Q291,2,int,rocket,4321,penalty,0,2,penalty_4321
67f652471ad7aa8dd92071d7,Q292,-1,int,rocket,4321,praiseworthy,0,-1,praiseworthy_4321
6750db6e100df8606b9676f3,Q241,70,unint,rocket,8642,allocation,40,30,allocation_8642
6750db6e100df8606b9676f3,Q233,3,unint,rocket,8642,penalty,0,3,penalty_8642
6750db6e100df8606b9676f3,Q213,-2,unint,rocket,8642,praiseworthy,0,-2,praiseworthy_8642
6750db6e100df8606b9676f3,Q310,100,unint,rocket,6211,allocation,60,40,allocation_6211
6750db6e100df8606b9676f3,Q311,0,unint,rocket,6211,penalty,0,0,penalty_6211
6750db6e100df8606b9676f3,Q312,3,unint,rocket,6211,praiseworthy,0,3,praiseworthy_6211
6750db6e100df8606b9676f3,Q295,60,unint,rocket,4321,allocation,40,20,allocation_4321
6750db6e100df8606b9676f3,Q296,5,unint,rocket,4321,penalty,0,5,penalty_4321
6750db6e100df8606b9676f3,Q297,-3,unint,rocket,4321,praiseworthy,0,-3,praiseworthy_4321
67e2b0961d15deb2ce9f62cf,Q320,75,unint,blues,8642,allocation,40,35,allocation_8642
67e2b0961d15deb2ce9f62cf,Q321,5,unint,blues,8642,penalty,0,5,penalty_8642
67e2b0961d15deb2ce9f62cf,Q322,-3,unint,blues,8642,praiseworthy,0,-3,praiseworthy_8642
67e2b0961d15deb2ce9f62cf,Q245,50,unint,blues,6211,allocation,60,-10,allocation_6211
67e2b0961d15deb2ce9f62cf,Q206,5,unint,blues,6211,penalty,0,5,penalty_6211
67e2b0961d15deb2ce9f62cf,Q9...103,-2,unint,blues,6211,praiseworthy,0,-2,praiseworthy_6211
67e2b0961d15deb2ce9f62cf,Q300,50,unint,blues,4321,allocation,40,10,allocation_4321
67e2b0961d15deb2ce9f62cf,Q301,5,unint,blues,4321,penalty,0,5,penalty_4321
67e2b0961d15deb2ce9f62cf,Q302,-2,unint,blues,4321,praiseworthy,0,-2,praiseworthy_4321
5b4547e263dbac000156260a,Q320,15,unint,blues,8642,allocation,40,-25,allocation_8642
5b4547e263dbac000156260a,Q321,0,unint,blues,8642,penalty,0,0,penalty_8642
5b4547e263dbac000156260a,Q322,3,unint,blues,8642,praiseworthy,0,3,praiseworthy_8642
5b4547e263dbac000156260a,Q245,20,unint,blues,6211,allocation,60,-40,allocation_6211
5b4547e263dbac000156260a,Q206,2,unint,blues,6211,penalty,0,2,penalty_6211
5b4547e263dbac000156260a,Q9...103,2,unint,blues,6211,praiseworthy,0,2,praiseworthy_6211
5b4547e263dbac000156260a,Q300,10,unint,blues,4321,allocation,40,-30,allocation_4321
5b4547e263dbac000156260a,Q301,0,unint,blues,4321,penalty,0,0,penalty_4321
5b4547e263dbac000156260a,Q302,2,unint,blues,4321,praiseworthy,0,2,praiseworthy_4321
66464d670b2875b43aa4ccf1,Q241,50,unint,rocket,8642,allocation,40,10,allocation_8642
66464d670b2875b43aa4ccf1,Q233,2,unint,rocket,8642,penalty,0,2,penalty_8642
66464d670b2875b43aa4ccf1,Q213,-1,unint,rocket,8642,praiseworthy,0,-1,praiseworthy_8642
66464d670b2875b43aa4ccf1,Q310,85,unint,rocket,6211,allocation,60,25,allocation_6211
66464d670b2875b43aa4ccf1,Q311,0,unint,rocket,6211,penalty,0,0,penalty_6211
66464d670b2875b43aa4ccf1,Q312,3,unint,rocket,6211,praiseworthy,0,3,praiseworthy_6211
66464d670b2875b43aa4ccf1,Q295,40,unint,rocket,4321,allocation,40,0,allocation_4321
66464d670b2875b43aa4ccf1,Q296,4,unint,rocket,4321,penalty,0,4,penalty_4321
66464d670b2875b43aa4ccf1,Q297,-2,unint,rocket,4321,praiseworthy,0,-2,praiseworthy_4321
6528037f85230503e406a076,Q246,40,int,blues,8642,allocation,40,0,allocation_8642
6528037f85230503e406a076,Q215,0,int,blues,8642,penalty,0,0,penalty_8642
6528037f85230503e406a076,Q9...129,2,int,blues,8642,praiseworthy,0,2,praiseworthy_8642
6528037f85230503e406a076,Q305,20,int,blues,6211,allocation,60,-40,allocation_6211
6528037f85230503e406a076,Q306,5,int,blues,6211,penalty,0,5,penalty_6211
6528037f85230503e406a076,Q307,-2,int,blues,6211,praiseworthy,0,-2,praiseworthy_6211
6528037f85230503e406a076,Q325,70,int,blues,4321,allocation,40,30,allocation_4321
6528037f85230503e406a076,Q326,0,int,blues,4321,penalty,0,0,penalty_4321
6528037f85230503e406a076,Q327,3,int,blues,4321,praiseworthy,0,3,praiseworthy_4321
67f640fc3fbb277ce39c0bea,Q241,30,unint,rocket,8642,allocation,40,-10,allocation_8642
67f640fc3fbb277ce39c0bea,Q233,5,unint,rocket,8642,penalty,0,5,penalty_8642
67f640fc3fbb277ce39c0bea,Q213,-1,unint,rocket,8642,praiseworthy,0,-1,praiseworthy_8642
67f640fc3fbb277ce39c0bea,Q310,60,unint,rocket,6211,allocation,60,0,allocation_6211
67f640fc3fbb277ce39c0bea,Q311,5,unint,rocket,6211,penalty,0,5,penalty_6211
67f640fc3fbb277ce39c0bea,Q312,0,unint,rocket,6211,praiseworthy,0,0,praiseworthy_6211
67f640fc3fbb277ce39c0bea,Q295,60,unint,rocket,4321,allocation,40,20,allocation_4321
67f640fc3fbb277ce39c0bea,Q296,5,unint,rocket,4321,penalty,0,5,penalty_4321
67f640fc3fbb277ce39c0bea,Q297,0,unint,rocket,4321,praiseworthy,0,0,praiseworthy_4321
67f5c7abf5f13ea9a017e05b,Q320,50,unint,blues,8642,allocation,40,10,allocation_8642
67f5c7abf5f13ea9a017e05b,Q321,5,unint,blues,8642,penalty,0,5,penalty_8642
67f5c7abf5f13ea9a017e05b,Q322,-3,unint,blues,8642,praiseworthy,0,-3,praiseworthy_8642
67f5c7abf5f13ea9a017e05b,Q245,40,unint,blues,6211,allocation,60,-20,allocation_6211
67f5c7abf5f13ea9a017e05b,Q206,5,unint,blues,6211,penalty,0,5,penalty_6211
67f5c7abf5f13ea9a017e05b,Q9...103,-3,unint,blues,6211,praiseworthy,0,-3,praiseworthy_6211
67f5c7abf5f13ea9a017e05b,Q300,40,unint,blues,4321,allocation,40,0,allocation_4321
67f5c7abf5f13ea9a017e05b,Q301,5,unint,blues,4321,penalty,0,5,penalty_4321
67f5c7abf5f13ea9a017e05b,Q302,-3,unint,blues,4321,praiseworthy,0,-3,praiseworthy_4321
5942bad2519fe10001991941,Q246,40,int,blues,8642,allocation,40,0,allocation_8642
5942bad2519fe10001991941,Q215,0,int,blues,8642,penalty,0,0,penalty_8642
5942bad2519fe10001991941,Q9...129,3,int,blues,8642,praiseworthy,0,3,praiseworthy_8642
5942bad2519fe10001991941,Q305,50,int,blues,6211,allocation,60,-10,allocation_6211
5942bad2519fe10001991941,Q306,5,int,blues,6211,penalty,0,5,penalty_6211
5942bad2519fe10001991941,Q307,-3,int,blues,6211,praiseworthy,0,-3,praiseworthy_6211
5942bad2519fe10001991941,Q325,50,int,blues,4321,allocation,40,10,allocation_4321
5942bad2519fe10001991941,Q326,0,int,blues,4321,penalty,0,0,penalty_4321
5942bad2519fe10001991941,Q327,3,int,blues,4321,praiseworthy,0,3,praiseworthy_4321
66706191120230e6a89ddd0e,Q246,50,int,blues,8642,allocation,40,10,allocation_8642
66706191120230e6a89ddd0e,Q215,0,int,blues,8642,penalty,0,0,penalty_8642
66706191120230e6a89ddd0e,Q9...129,-1,int,blues,8642,praiseworthy,0,-1,praiseworthy_8642
66706191120230e6a89ddd0e,Q305,75,int,blues,6211,allocation,60,15,allocation_6211
66706191120230e6a89ddd0e,Q306,0,int,blues,6211,penalty,0,0,penalty_6211
66706191120230e6a89ddd0e,Q307,-2,int,blues,6211,praiseworthy,0,-2,praiseworthy_6211
66706191120230e6a89ddd0e,Q325,80,int,blues,4321,allocation,40,40,allocation_4321
66706191120230e6a89ddd0e,Q326,0,int,blues,4321,penalty,0,0,penalty_4321
66706191120230e6a89ddd0e,Q327,3,int,blues,4321,praiseworthy,0,3,praiseworthy_4321
5be61e64aa1dd8000142f043,Q244,40,int,rocket,8642,allocation,40,0,allocation_8642
5be61e64aa1dd8000142f043,Q160,5,int,rocket,8642,penalty,0,5,penalty_8642
5be61e64aa1dd8000142f043,Q9...63,0,int,rocket,8642,praiseworthy,0,0,praiseworthy_8642
5be61e64aa1dd8000142f043,Q315,35,int,rocket,6211,allocation,60,-25,allocation_6211
5be61e64aa1dd8000142f043,Q316,0,int,rocket,6211,penalty,0,0,penalty_6211
5be61e64aa1dd8000142f043,Q317,3,int,rocket,6211,praiseworthy,0,3,praiseworthy_6211
5be61e64aa1dd8000142f043,Q290,40,int,rocket,4321,allocation,40,0,allocation_4321
5be61e64aa1dd8000142f043,Q291,5,int,rocket,4321,penalty,0,5,penalty_4321
5be61e64aa1dd8000142f043,Q292,0,int,rocket,4321,praiseworthy,0,0,praiseworthy_4321
664645d58d8971d1209afc8e,Q320,32,unint,blues,8642,allocation,40,-8,allocation_8642
664645d58d8971d1209afc8e,Q321,0,unint,blues,8642,penalty,0,0,penalty_8642
664645d58d8971d1209afc8e,Q322,0,unint,blues,8642,praiseworthy,0,0,praiseworthy_8642
664645d58d8971d1209afc8e,Q245,30,unint,blues,6211,allocation,60,-30,allocation_6211
664645d58d8971d1209afc8e,Q206,0,unint,blues,6211,penalty,0,0,penalty_6211
664645d58d8971d1209afc8e,Q9...103,0,unint,blues,6211,praiseworthy,0,0,praiseworthy_6211
664645d58d8971d1209afc8e,Q300,20,unint,blues,4321,allocation,40,-20,allocation_4321
664645d58d8971d1209afc8e,Q301,0,unint,blues,4321,penalty,0,0,penalty_4321
664645d58d8971d1209afc8e,Q302,0,unint,blues,4321,praiseworthy,0,0,praiseworthy_4321
653d552eb6d4d4f047567fa1,Q244,25,int,rocket,8642,allocation,40,-15,allocation_8642
653d552eb6d4d4f047567fa1,Q160,0,int,rocket,8642,penalty,0,0,penalty_8642
653d552eb6d4d4f047567fa1,Q9...63,1,int,rocket,8642,praiseworthy,0,1,praiseworthy_8642
653d552eb6d4d4f047567fa1,Q315,60,int,rocket,6211,allocation,60,0,allocation_6211
653d552eb6d4d4f047567fa1,Q316,0,int,rocket,6211,penalty,0,0,penalty_6211
653d552eb6d4d4f047567fa1,Q317,3,int,rocket,6211,praiseworthy,0,3,praiseworthy_6211
653d552eb6d4d4f047567fa1,Q290,60,int,rocket,4321,allocation,40,20,allocation_4321
653d552eb6d4d4f047567fa1,Q291,0,int,rocket,4321,penalty,0,0,penalty_4321
653d552eb6d4d4f047567fa1,Q292,3,int,rocket,4321,praiseworthy,0,3,praiseworthy_4321
65602c23bb03869d53e76a34,Q320,70,unint,blues,8642,allocation,40,30,allocation_8642
65602c23bb03869d53e76a34,Q321,1,unint,blues,8642,penalty,0,1,penalty_8642
65602c23bb03869d53e76a34,Q322,-1,unint,blues,8642,praiseworthy,0,-1,praiseworthy_8642
65602c23bb03869d53e76a34,Q245,40,unint,blues,6211,allocation,60,-20,allocation_6211
65602c23bb03869d53e76a34,Q206,5,unint,blues,6211,penalty,0,5,penalty_6211
65602c23bb03869d53e76a34,Q9...103,-3,unint,blues,6211,praiseworthy,0,-3,praiseworthy_6211
65602c23bb03869d53e76a34,Q300,60,unint,blues,4321,allocation,40,20,allocation_4321
65602c23bb03869d53e76a34,Q301,5,unint,blues,4321,penalty,0,5,penalty_4321
65602c23bb03869d53e76a34,Q302,-3,unint,blues,4321,praiseworthy,0,-3,praiseworthy_4321
5dea6bb7cdb279185b59ea7b,Q244,15,int,rocket,8642,allocation,40,-25,allocation_8642
5dea6bb7cdb279185b59ea7b,Q160,5,int,rocket,8642,penalty,0,5,penalty_8642
5dea6bb7cdb279185b59ea7b,Q9...63,-3,int,rocket,8642,praiseworthy,0,-3,praiseworthy_8642
5dea6bb7cdb279185b59ea7b,Q315,65,int,rocket,6211,allocation,60,5,allocation_6211
5dea6bb7cdb279185b59ea7b,Q316,0,int,rocket,6211,penalty,0,0,penalty_6211
5dea6bb7cdb279185b59ea7b,Q317,3,int,rocket,6211,praiseworthy,0,3,praiseworthy_6211
5dea6bb7cdb279185b59ea7b,Q290,30,int,rocket,4321,allocation,40,-10,allocation_4321
5dea6bb7cdb279185b59ea7b,Q291,5,int,rocket,4321,penalty,0,5,penalty_4321
5dea6bb7cdb279185b59ea7b,Q292,-3,int,rocket,4321,praiseworthy,0,-3,praiseworthy_4321
679a7b94aea987a325617cf1,Q241,33,unint,rocket,8642,allocation,40,-7,allocation_8642
679a7b94aea987a325617cf1,Q233,5,unint,rocket,8642,penalty,0,5,penalty_8642
679a7b94aea987a325617cf1,Q213,-2,unint,rocket,8642,praiseworthy,0,-2,praiseworthy_8642
679a7b94aea987a325617cf1,Q310,75,unint,rocket,6211,allocation,60,15,allocation_6211
679a7b94aea987a325617cf1,Q311,0,unint,rocket,6211,penalty,0,0,penalty_6211
679a7b94aea987a325617cf1,Q312,3,unint,rocket,6211,praiseworthy,0,3,praiseworthy_6211
679a7b94aea987a325617cf1,Q295,50,unint,rocket,4321,allocation,40,10,allocation_4321
679a7b94aea987a325617cf1,Q296,5,unint,rocket,4321,penalty,0,5,penalty_4321
679a7b94aea987a325617cf1,Q297,-3,unint,rocket,4321,praiseworthy,0,-3,praiseworthy_4321
6362406ab7caf5fc96bb61c8,Q246,28,int,blues,8642,allocation,40,-12,allocation_8642
6362406ab7caf5fc96bb61c8,Q215,3,int,blues,8642,penalty,0,3,penalty_8642
6362406ab7caf5fc96bb61c8,Q9...129,-2,int,blues,8642,praiseworthy,0,-2,praiseworthy_8642
6362406ab7caf5fc96bb61c8,Q305,28,int,blues,6211,allocation,60,-32,allocation_6211
6362406ab7caf5fc96bb61c8,Q306,4,int,blues,6211,penalty,0,4,penalty_6211
6362406ab7caf5fc96bb61c8,Q307,-3,int,blues,6211,praiseworthy,0,-3,praiseworthy_6211
6362406ab7caf5fc96bb61c8,Q325,40,int,blues,4321,allocation,40,0,allocation_4321
6362406ab7caf5fc96bb61c8,Q326,0,int,blues,4321,penalty,0,0,penalty_4321
6362406ab7caf5fc96bb61c8,Q327,3,int,blues,4321,praiseworthy,0,3,praiseworthy_4321
67d02f4bb8c2e87be61434ea,Q241,60,unint,rocket,8642,allocation,40,20,allocation_8642
67d02f4bb8c2e87be61434ea,Q233,2,unint,rocket,8642,penalty,0,2,penalty_8642
67d02f4bb8c2e87be61434ea,Q213,0,unint,rocket,8642,praiseworthy,0,0,praiseworthy_8642
67d02f4bb8c2e87be61434ea,Q310,60,unint,rocket,6211,allocation,60,0,allocation_6211
67d02f4bb8c2e87be61434ea,Q311,2,unint,rocket,6211,penalty,0,2,penalty_6211
67d02f4bb8c2e87be61434ea,Q312,0,unint,rocket,6211,praiseworthy,0,0,praiseworthy_6211
67d02f4bb8c2e87be61434ea,Q295,80,unint,rocket,4321,allocation,40,40,allocation_4321
67d02f4bb8c2e87be61434ea,Q296,1,unint,rocket,4321,penalty,0,1,penalty_4321
67d02f4bb8c2e87be61434ea,Q297,0,unint,rocket,4321,praiseworthy,0,0,praiseworthy_4321
62e43203458e5e99d0df3067,Q320,50,unint,blues,8642,allocation,40,10,allocation_8642
62e43203458e5e99d0df3067,Q321,0,unint,blues,8642,penalty,0,0,penalty_8642
62e43203458e5e99d0df3067,Q322,2,unint,blues,8642,praiseworthy,0,2,praiseworthy_8642
62e43203458e5e99d0df3067,Q245,30,unint,blues,6211,allocation,60,-30,allocation_6211
62e43203458e5e99d0df3067,Q206,2,unint,blues,6211,penalty,0,2,penalty_6211
62e43203458e5e99d0df3067,Q9...103,-1,unint,blues,6211,praiseworthy,0,-1,praiseworthy_6211
62e43203458e5e99d0df3067,Q300,50,unint,blues,4321,allocation,40,10,allocation_4321
62e43203458e5e99d0df3067,Q301,2,unint,blues,4321,penalty,0,2,penalty_4321
62e43203458e5e99d0df3067,Q302,-1,unint,blues,4321,praiseworthy,0,-1,praiseworthy_4321
66cee9fa0061a677d1b1f385,Q320,75,unint,blues,8642,allocation,40,35,allocation_8642
66cee9fa0061a677d1b1f385,Q321,0,unint,blues,8642,penalty,0,0,penalty_8642
66cee9fa0061a677d1b1f385,Q322,2,unint,blues,8642,praiseworthy,0,2,praiseworthy_8642
66cee9fa0061a677d1b1f385,Q245,30,unint,blues,6211,allocation,60,-30,allocation_6211
66cee9fa0061a677d1b1f385,Q206,0,unint,blues,6211,penalty,0,0,penalty_6211
66cee9fa0061a677d1b1f385,Q9...103,0,unint,blues,6211,praiseworthy,0,0,praiseworthy_6211
66cee9fa0061a677d1b1f385,Q300,50,unint,blues,4321,allocation,40,10,allocation_4321
66cee9fa0061a677d1b1f385,Q301,2,unint,blues,4321,penalty,0,2,penalty_4321
66cee9fa0061a677d1b1f385,Q302,-1,unint,blues,4321,praiseworthy,0,-1,praiseworthy_4321
5ebb0e64e65c330d5fb252c2,Q246,20,int,blues,8642,allocation,40,-20,allocation_8642
5ebb0e64e65c330d5fb252c2,Q215,2,int,blues,8642,penalty,0,2,penalty_8642
5ebb0e64e65c330d5fb252c2,Q9...129,-2,int,blues,8642,praiseworthy,0,-2,praiseworthy_8642
5ebb0e64e65c330d5fb252c2,Q305,40,int,blues,6211,allocation,60,-20,allocation_6211
5ebb0e64e65c330d5fb252c2,Q306,4,int,blues,6211,penalty,0,4,penalty_6211
5ebb0e64e65c330d5fb252c2,Q307,-2,int,blues,6211,praiseworthy,0,-2,praiseworthy_6211
5ebb0e64e65c330d5fb252c2,Q325,50,int,blues,4321,allocation,40,10,allocation_4321
5ebb0e64e65c330d5fb252c2,Q326,2,int,blues,4321,penalty,0,2,penalty_4321
5ebb0e64e65c330d5fb252c2,Q327,0,int,blues,4321,praiseworthy,0,0,praiseworthy_4321
6646448ac83b162ea65a4fff,Q244,20,int,rocket,8642,allocation,40,-20,allocation_8642
