PROLIFIC_PID,question_num,ans,intuition,color,damage_lvl,question_type
6750db6e100df8606b9676f3,Q296,5% penalty,unint,rocket,4321,penalty
6750db6e100df8606b9676f3,Q297,Very Blameworthy,unint,rocket,4321,praiseworthy
6750db6e100df8606b9676f3,Q377_1,10,unint,rocket,8642,acc_prova
6750db6e100df8606b9676f3,Q377_4,6,unint,rocket,8642,acc_provb
6750db6e100df8606b9676f3,Q377_5,3,unint,rocket,8642,acc_provc
6750db6e100df8606b9676f3,Q377_6,0,unint,rocket,8642,acc_provd
6750db6e100df8606b9676f3,Q378_1,7,unint,rocket,6211,acc_prova
6750db6e100df8606b9676f3,Q378_4,2,unint,rocket,6211,acc_provb
6750db6e100df8606b9676f3,Q378_5,1,unint,rocket,6211,acc_provc
6750db6e100df8606b9676f3,Q378_6,0,unint,rocket,6211,acc_provd
6750db6e100df8606b9676f3,Q379_1,5,unint,rocket,4321,acc_prova
6750db6e100df8606b9676f3,Q379_4,4,unint,rocket,4321,acc_provb
6750db6e100df8606b9676f3,Q379_5,2.5,unint,rocket,4321,acc_provc
6750db6e100df8606b9676f3,Q379_6,0,unint,rocket,4321,acc_provd
67e2b0961d15deb2ce9f62cf,Q320,75,unint,blues,8642,allocation
67e2b0961d15deb2ce9f62cf,Q321,5% penalty,unint,blues,8642,penalty
67e2b0961d15deb2ce9f62cf,Q322,Very Blameworthy,unint,blues,8642,praiseworthy
67e2b0961d15deb2ce9f62cf,Q245,50,unint,blues,6211,allocation
67e2b0961d15deb2ce9f62cf,Q206,5% penalty,unint,blues,6211,penalty
67e2b0961d15deb2ce9f62cf,Q9...103,Moderately Blameworthy,unint,blues,6211,praiseworthy
67e2b0961d15deb2ce9f62cf,Q300,50,unint,blues,4321,allocation
67e2b0961d15deb2ce9f62cf,Q301,5% penalty,unint,blues,4321,penalty
67e2b0961d15deb2ce9f62cf,Q302,Moderately Blameworthy,unint,blues,4321,praiseworthy
67e2b0961d15deb2ce9f62cf,Q371_1,9,unint,blues,8642,acc_prova
67e2b0961d15deb2ce9f62cf,Q371_4,7,unint,blues,8642,acc_provb
67e2b0961d15deb2ce9f62cf,Q371_5,3,unint,blues,8642,acc_provc
67e2b0961d15deb2ce9f62cf,Q371_6,0.5,unint,blues,8642,acc_provd
67e2b0961d15deb2ce9f62cf,Q372_1,7,unint,blues,6211,acc_prova
67e2b0961d15deb2ce9f62cf,Q372_4,2,unint,blues,6211,acc_provb
67e2b0961d15deb2ce9f62cf,Q372_5,1,unint,blues,6211,acc_provc
67e2b0961d15deb2ce9f62cf,Q372_6,0.5,unint,blues,6211,acc_provd
67e2b0961d15deb2ce9f62cf,Q373_1,6,unint,blues,4321,acc_prova
67e2b0961d15deb2ce9f62cf,Q373_4,4,unint,blues,4321,acc_provb
67e2b0961d15deb2ce9f62cf,Q373_5,4,unint,blues,4321,acc_provc
67e2b0961d15deb2ce9f62cf,Q373_6,0.5,unint,blues,4321,acc_provd
5b4547e263dbac000156260a,Q320,15,unint,blues,8642,allocation
5b4547e263dbac000156260a,Q321,no penalty,unint,blues,8642,penalty
5b4547e263dbac000156260a,Q322,Very Praiseworthy,unint,blues,8642,praiseworthy
5b4547e263dbac000156260a,Q245,20,unint,blues,6211,allocation
5b4547e263dbac000156260a,Q206,2% penalty,unint,blues,6211,penalty
5b4547e263dbac000156260a,Q9...103,Moderately Praiseworthy,unint,blues,6211,praiseworthy
5b4547e263dbac000156260a,Q300,10,unint,blues,4321,allocation
5b4547e263dbac000156260a,Q301,no penalty,unint,blues,4321,penalty
5b4547e263dbac000156260a,Q302,Moderately Praiseworthy,unint,blues,4321,praiseworthy
5b4547e263dbac000156260a,Q371_1,10,unint,blues,8642,acc_prova
5b4547e263dbac000156260a,Q371_4,5,unint,blues,8642,acc_provb
5b4547e263dbac000156260a,Q371_5,3,unint,blues,8642,acc_provc
5b4547e263dbac000156260a,Q371_6,0,unint,blues,8642,acc_provd
5b4547e263dbac000156260a,Q372_1,7,unint,blues,6211,acc_prova
5b4547e263dbac000156260a,Q372_4,1,unint,blues,6211,acc_provb
5b4547e263dbac000156260a,Q372_5,0,unint,blues,6211,acc_provc
5b4547e263dbac000156260a,Q372_6,0,unint,blues,6211,acc_provd
5b4547e263dbac000156260a,Q373_1,5,unint,blues,4321,acc_prova
5b4547e263dbac000156260a,Q373_4,4,unint,blues,4321,acc_provb
5b4547e263dbac000156260a,Q373_5,2,unint,blues,4321,acc_provc
5b4547e263dbac000156260a,Q373_6,1,unint,blues,4321,acc_provd
66464d670b2875b43aa4ccf1,Q241,50,unint,rocket,8642,allocation
66464d670b2875b43aa4ccf1,Q233,2% penalty,unint,rocket,8642,penalty
66464d670b2875b43aa4ccf1,Q213,A Little Blameworthy,unint,rocket,8642,praiseworthy
66464d670b2875b43aa4ccf1,Q310,85,unint,rocket,6211,allocation
66464d670b2875b43aa4ccf1,Q311,no penalty,unint,rocket,6211,penalty
66464d670b2875b43aa4ccf1,Q312,Very Praiseworthy,unint,rocket,6211,praiseworthy
66464d670b2875b43aa4ccf1,Q295,40,unint,rocket,4321,allocation
66464d670b2875b43aa4ccf1,Q296,4% penalty,unint,rocket,4321,penalty
66464d670b2875b43aa4ccf1,Q297,Moderately Blameworthy,unint,rocket,4321,praiseworthy
66464d670b2875b43aa4ccf1,Q377_1,8,unint,rocket,8642,acc_prova
66464d670b2875b43aa4ccf1,Q377_4,6,unint,rocket,8642,acc_provb
66464d670b2875b43aa4ccf1,Q377_5,3,unint,rocket,8642,acc_provc
66464d670b2875b43aa4ccf1,Q377_6,0,unint,rocket,8642,acc_provd
66464d670b2875b43aa4ccf1,Q378_1,6,unint,rocket,6211,acc_prova
66464d670b2875b43aa4ccf1,Q378_4,2,unint,rocket,6211,acc_provb
66464d670b2875b43aa4ccf1,Q378_5,0,unint,rocket,6211,acc_provc
66464d670b2875b43aa4ccf1,Q378_6,0,unint,rocket,6211,acc_provd
66464d670b2875b43aa4ccf1,Q379_1,6,unint,rocket,4321,acc_prova
66464d670b2875b43aa4ccf1,Q379_4,4,unint,rocket,4321,acc_provb
66464d670b2875b43aa4ccf1,Q379_5,3,unint,rocket,4321,acc_provc
66464d670b2875b43aa4ccf1,Q379_6,0,unint,rocket,4321,acc_provd
6528037f85230503e406a076,Q246,40,int,blues,8642,allocation
6528037f85230503e406a076,Q215,no penalty,int,blues,8642,penalty
6528037f85230503e406a076,Q9...129,Moderately Praiseworthy,int,blues,8642,praiseworthy
6528037f85230503e406a076,Q305,20,int,blues,6211,allocation
6528037f85230503e406a076,Q306,5% penalty,int,blues,6211,penalty
6528037f85230503e406a076,Q307,Moderately Blameworthy,int,blues,6211,praiseworthy
6528037f85230503e406a076,Q325,70,int,blues,4321,allocation
6528037f85230503e406a076,Q326,no penalty,int,blues,4321,penalty
6528037f85230503e406a076,Q327,Very Praiseworthy,int,blues,4321,praiseworthy
6528037f85230503e406a076,Q370_1,6,int,blues,8642,acc_prova
6528037f85230503e406a076,Q370_4,5,int,blues,8642,acc_provb
6528037f85230503e406a076,Q370_5,4,int,blues,8642,acc_provc
6528037f85230503e406a076,Q370_6,3,int,blues,8642,acc_provd
6528037f85230503e406a076,Q380_1,10,int,blues,6211,acc_prova
6528037f85230503e406a076,Q380_4,6.5,int,blues,6211,acc_provb
6528037f85230503e406a076,Q380_5,5,int,blues,6211,acc_provc
6528037f85230503e406a076,Q380_6,2.5,int,blues,6211,acc_provd
6528037f85230503e406a076,Q381_1,9,int,blues,4321,acc_prova
6528037f85230503e406a076,Q381_4,5,int,blues,4321,acc_provb
6528037f85230503e406a076,Q381_5,3,int,blues,4321,acc_provc
6528037f85230503e406a076,Q381_6,3,int,blues,4321,acc_provd
67f640fc3fbb277ce39c0bea,Q241,30,unint,rocket,8642,allocation
67f640fc3fbb277ce39c0bea,Q233,5% penalty,unint,rocket,8642,penalty
67f640fc3fbb277ce39c0bea,Q213,A Little Blameworthy,unint,rocket,8642,praiseworthy
67f640fc3fbb277ce39c0bea,Q310,60,unint,rocket,6211,allocation
67f640fc3fbb277ce39c0bea,Q311,5% penalty,unint,rocket,6211,penalty
67f640fc3fbb277ce39c0bea,Q312,Neither,unint,rocket,6211,praiseworthy
67f640fc3fbb277ce39c0bea,Q295,60,unint,rocket,4321,allocation
67f640fc3fbb277ce39c0bea,Q296,5% penalty,unint,rocket,4321,penalty
67f640fc3fbb277ce39c0bea,Q297,Neither,unint,rocket,4321,praiseworthy
67f640fc3fbb277ce39c0bea,Q377_1,10,unint,rocket,8642,acc_prova
67f640fc3fbb277ce39c0bea,Q377_4,5,unint,rocket,8642,acc_provb
67f640fc3fbb277ce39c0bea,Q377_5,2.5,unint,rocket,8642,acc_provc
67f640fc3fbb277ce39c0bea,Q377_6,0,unint,rocket,8642,acc_provd
67f640fc3fbb277ce39c0bea,Q378_1,6,unint,rocket,6211,acc_prova
67f640fc3fbb277ce39c0bea,Q378_4,3,unint,rocket,6211,acc_provb
67f640fc3fbb277ce39c0bea,Q378_5,2,unint,rocket,6211,acc_provc
67f640fc3fbb277ce39c0bea,Q378_6,0,unint,rocket,6211,acc_provd
67f640fc3fbb277ce39c0bea,Q379_1,4,unint,rocket,4321,acc_prova
67f640fc3fbb277ce39c0bea,Q379_4,3,unint,rocket,4321,acc_provb
67f640fc3fbb277ce39c0bea,Q379_5,2,unint,rocket,4321,acc_provc
67f640fc3fbb277ce39c0bea,Q379_6,0,unint,rocket,4321,acc_provd
67f5c7abf5f13ea9a017e05b,Q320,50,unint,blues,8642,allocation
67f5c7abf5f13ea9a017e05b,Q321,5% penalty,unint,blues,8642,penalty
67f5c7abf5f13ea9a017e05b,Q322,Very Blameworthy,unint,blues,8642,praiseworthy
67f5c7abf5f13ea9a017e05b,Q245,40,unint,blues,6211,allocation
67f5c7abf5f13ea9a017e05b,Q206,5% penalty,unint,blues,6211,penalty
67f5c7abf5f13ea9a017e05b,Q9...103,Very Blameworthy,unint,blues,6211,praiseworthy
67f5c7abf5f13ea9a017e05b,Q300,40,unint,blues,4321,allocation
67f5c7abf5f13ea9a017e05b,Q301,5% penalty,unint,blues,4321,penalty
67f5c7abf5f13ea9a017e05b,Q302,Very Blameworthy,unint,blues,4321,praiseworthy
67f5c7abf5f13ea9a017e05b,Q371_1,10,unint,blues,8642,acc_prova
67f5c7abf5f13ea9a017e05b,Q371_4,5,unint,blues,8642,acc_provb
67f5c7abf5f13ea9a017e05b,Q371_5,2.5,unint,blues,8642,acc_provc
67f5c7abf5f13ea9a017e05b,Q371_6,0,unint,blues,8642,acc_provd
67f5c7abf5f13ea9a017e05b,Q372_1,7.5,unint,blues,6211,acc_prova
67f5c7abf5f13ea9a017e05b,Q372_4,2.5,unint,blues,6211,acc_provb
67f5c7abf5f13ea9a017e05b,Q372_5,0,unint,blues,6211,acc_provc
67f5c7abf5f13ea9a017e05b,Q372_6,0,unint,blues,6211,acc_provd
67f5c7abf5f13ea9a017e05b,Q373_1,5,unint,blues,4321,acc_prova
67f5c7abf5f13ea9a017e05b,Q373_4,2.5,unint,blues,4321,acc_provb
67f5c7abf5f13ea9a017e05b,Q373_5,2.5,unint,blues,4321,acc_provc
67f5c7abf5f13ea9a017e05b,Q373_6,0,unint,blues,4321,acc_provd
5942bad2519fe10001991941,Q246,40,int,blues,8642,allocation
5942bad2519fe10001991941,Q215,no penalty,int,blues,8642,penalty
5942bad2519fe10001991941,Q9...129,Very Praiseworthy,int,blues,8642,praiseworthy
5942bad2519fe10001991941,Q305,50,int,blues,6211,allocation
5942bad2519fe10001991941,Q306,5% penalty,int,blues,6211,penalty
5942bad2519fe10001991941,Q307,Very Blameworthy,int,blues,6211,praiseworthy
5942bad2519fe10001991941,Q325,50,int,blues,4321,allocation
5942bad2519fe10001991941,Q326,no penalty,int,blues,4321,penalty
5942bad2519fe10001991941,Q327,Very Praiseworthy,int,blues,4321,praiseworthy
5942bad2519fe10001991941,Q370_1,10,int,blues,8642,acc_prova
5942bad2519fe10001991941,Q370_4,8,int,blues,8642,acc_provb
5942bad2519fe10001991941,Q370_5,6,int,blues,8642,acc_provc
5942bad2519fe10001991941,Q370_6,3,int,blues,8642,acc_provd
5942bad2519fe10001991941,Q380_1,8,int,blues,6211,acc_prova
5942bad2519fe10001991941,Q380_4,7,int,blues,6211,acc_provb
5942bad2519fe10001991941,Q380_5,5,int,blues,6211,acc_provc
5942bad2519fe10001991941,Q380_6,3,int,blues,6211,acc_provd
5942bad2519fe10001991941,Q381_1,10,int,blues,4321,acc_prova
5942bad2519fe10001991941,Q381_4,8,int,blues,4321,acc_provb
5942bad2519fe10001991941,Q381_5,5,int,blues,4321,acc_provc
5942bad2519fe10001991941,Q381_6,5,int,blues,4321,acc_provd
66706191120230e6a89ddd0e,Q246,50,int,blues,8642,allocation
66706191120230e6a89ddd0e,Q215,no penalty,int,blues,8642,penalty
66706191120230e6a89ddd0e,Q9...129,A Little Blameworthy,int,blues,8642,praiseworthy
66706191120230e6a89ddd0e,Q305,75,int,blues,6211,allocation
66706191120230e6a89ddd0e,Q306,no penalty,int,blues,6211,penalty
66706191120230e6a89ddd0e,Q307,Moderately Blameworthy,int,blues,6211,praiseworthy
66706191120230e6a89ddd0e,Q325,80,int,blues,4321,allocation
66706191120230e6a89ddd0e,Q326,no penalty,int,blues,4321,penalty
66706191120230e6a89ddd0e,Q327,Very Praiseworthy,int,blues,4321,praiseworthy
66706191120230e6a89ddd0e,Q370_1,5,int,blues,8642,acc_prova
66706191120230e6a89ddd0e,Q370_4,4,int,blues,8642,acc_provb
66706191120230e6a89ddd0e,Q370_5,3,int,blues,8642,acc_provc
66706191120230e6a89ddd0e,Q370_6,1,int,blues,8642,acc_provd
66706191120230e6a89ddd0e,Q380_1,9,int,blues,6211,acc_prova
66706191120230e6a89ddd0e,Q380_4,6,int,blues,6211,acc_provb
66706191120230e6a89ddd0e,Q380_5,4,int,blues,6211,acc_provc
66706191120230e6a89ddd0e,Q380_6,1,int,blues,6211,acc_provd
66706191120230e6a89ddd0e,Q381_1,6,int,blues,4321,acc_prova
66706191120230e6a89ddd0e,Q381_4,3,int,blues,4321,acc_provb
66706191120230e6a89ddd0e,Q381_5,1,int,blues,4321,acc_provc
66706191120230e6a89ddd0e,Q381_6,1,int,blues,4321,acc_provd
5be61e64aa1dd8000142f043,Q244,40,int,rocket,8642,allocation
5be61e64aa1dd8000142f043,Q160,5% penalty,int,rocket,8642,penalty
5be61e64aa1dd8000142f043,Q9...63,Neither,int,rocket,8642,praiseworthy
5be61e64aa1dd8000142f043,Q315,35,int,rocket,6211,allocation
5be61e64aa1dd8000142f043,Q316,no penalty,int,rocket,6211,penalty
5be61e64aa1dd8000142f043,Q317,Very Praiseworthy,int,rocket,6211,praiseworthy
5be61e64aa1dd8000142f043,Q290,40,int,rocket,4321,allocation
5be61e64aa1dd8000142f043,Q291,5% penalty,int,rocket,4321,penalty
5be61e64aa1dd8000142f043,Q292,Neither,int,rocket,4321,praiseworthy
5be61e64aa1dd8000142f043,Q374_1,10,int,rocket,8642,acc_prova
5be61e64aa1dd8000142f043,Q374_4,7,int,rocket,8642,acc_provb
5be61e64aa1dd8000142f043,Q374_5,5,int,rocket,8642,acc_provc
5be61e64aa1dd8000142f043,Q374_6,1,int,rocket,8642,acc_provd
5be61e64aa1dd8000142f043,Q375_1,8,int,rocket,6211,acc_prova
5be61e64aa1dd8000142f043,Q375_4,3,int,rocket,6211,acc_provb
5be61e64aa1dd8000142f043,Q375_5,1,int,rocket,6211,acc_provc
5be61e64aa1dd8000142f043,Q375_6,1,int,rocket,6211,acc_provd
5be61e64aa1dd8000142f043,Q376_1,5,int,rocket,4321,acc_prova
5be61e64aa1dd8000142f043,Q376_4,2,int,rocket,4321,acc_provb
5be61e64aa1dd8000142f043,Q376_5,3,int,rocket,4321,acc_provc
5be61e64aa1dd8000142f043,Q376_6,1,int,rocket,4321,acc_provd
664645d58d8971d1209afc8e,Q320,32,unint,blues,8642,allocation
664645d58d8971d1209afc8e,Q321,no penalty,unint,blues,8642,penalty
664645d58d8971d1209afc8e,Q322,Neither,unint,blues,8642,praiseworthy
664645d58d8971d1209afc8e,Q245,30,unint,blues,6211,allocation
664645d58d8971d1209afc8e,Q206,no penalty,unint,blues,6211,penalty
664645d58d8971d1209afc8e,Q9...103,Neither,unint,blues,6211,praiseworthy
664645d58d8971d1209afc8e,Q300,20,unint,blues,4321,allocation
664645d58d8971d1209afc8e,Q301,no penalty,unint,blues,4321,penalty
664645d58d8971d1209afc8e,Q302,Neither,unint,blues,4321,praiseworthy
664645d58d8971d1209afc8e,Q371_1,9,unint,blues,8642,acc_prova
664645d58d8971d1209afc8e,Q371_4,6,unint,blues,8642,acc_provb
664645d58d8971d1209afc8e,Q371_5,3,unint,blues,8642,acc_provc
664645d58d8971d1209afc8e,Q371_6,0,unint,blues,8642,acc_provd
664645d58d8971d1209afc8e,Q372_1,6.5,unint,blues,6211,acc_prova
664645d58d8971d1209afc8e,Q372_4,2,unint,blues,6211,acc_provb
664645d58d8971d1209afc8e,Q372_5,0,unint,blues,6211,acc_provc
664645d58d8971d1209afc8e,Q372_6,0,unint,blues,6211,acc_provd
664645d58d8971d1209afc8e,Q373_1,5,unint,blues,4321,acc_prova
664645d58d8971d1209afc8e,Q373_4,4,unint,blues,4321,acc_provb
664645d58d8971d1209afc8e,Q373_5,2,unint,blues,4321,acc_provc
664645d58d8971d1209afc8e,Q373_6,0,unint,blues,4321,acc_provd
653d552eb6d4d4f047567fa1,Q244,25,int,rocket,8642,allocation
653d552eb6d4d4f047567fa1,Q160,no penalty,int,rocket,8642,penalty
653d552eb6d4d4f047567fa1,Q9...63,A Little Praiseworthy,int,rocket,8642,praiseworthy
653d552eb6d4d4f047567fa1,Q315,60,int,rocket,6211,allocation
653d552eb6d4d4f047567fa1,Q316,no penalty,int,rocket,6211,penalty
653d552eb6d4d4f047567fa1,Q317,Very Praiseworthy,int,rocket,6211,praiseworthy
653d552eb6d4d4f047567fa1,Q290,60,int,rocket,4321,allocation
653d552eb6d4d4f047567fa1,Q291,no penalty,int,rocket,4321,penalty
653d552eb6d4d4f047567fa1,Q292,Very Praiseworthy,int,rocket,4321,praiseworthy
653d552eb6d4d4f047567fa1,Q374_1,6,int,rocket,8642,acc_prova
653d552eb6d4d4f047567fa1,Q374_4,3,int,rocket,8642,acc_provb
653d552eb6d4d4f047567fa1,Q374_5,1,int,rocket,8642,acc_provc
653d552eb6d4d4f047567fa1,Q374_6,0,int,rocket,8642,acc_provd
653d552eb6d4d4f047567fa1,Q375_1,7.5,int,rocket,6211,acc_prova
653d552eb6d4d4f047567fa1,Q375_4,4,int,rocket,6211,acc_provb
653d552eb6d4d4f047567fa1,Q375_5,2,int,rocket,6211,acc_provc
653d552eb6d4d4f047567fa1,Q375_6,1,int,rocket,6211,acc_provd
653d552eb6d4d4f047567fa1,Q376_1,5,int,rocket,4321,acc_prova
653d552eb6d4d4f047567fa1,Q376_4,3,int,rocket,4321,acc_provb
653d552eb6d4d4f047567fa1,Q376_5,2.5,int,rocket,4321,acc_provc
653d552eb6d4d4f047567fa1,Q376_6,1,int,rocket,4321,acc_provd
65602c23bb03869d53e76a34,Q320,70,unint,blues,8642,allocation
65602c23bb03869d53e76a34,Q321,1% penalty,unint,blues,8642,penalty
65602c23bb03869d53e76a34,Q322,A Little Blameworthy,unint,blues,8642,praiseworthy
65602c23bb03869d53e76a34,Q245,40,unint,blues,6211,allocation
65602c23bb03869d53e76a34,Q206,5% penalty,unint,blues,6211,penalty
65602c23bb03869d53e76a34,Q9...103,Very Blameworthy,unint,blues,6211,praiseworthy
65602c23bb03869d53e76a34,Q300,60,unint,blues,4321,allocation
65602c23bb03869d53e76a34,Q301,5% penalty,unint,blues,4321,penalty
65602c23bb03869d53e76a34,Q302,Very Blameworthy,unint,blues,4321,praiseworthy
65602c23bb03869d53e76a34,Q371_1,10,unint,blues,8642,acc_prova
65602c23bb03869d53e76a34,Q371_4,6,unint,blues,8642,acc_provb
65602c23bb03869d53e76a34,Q371_5,5,unint,blues,8642,acc_provc
65602c23bb03869d53e76a34,Q371_6,0,unint,blues,8642,acc_provd
65602c23bb03869d53e76a34,Q372_1,10,unint,blues,6211,acc_prova
65602c23bb03869d53e76a34,Q372_4,5,unint,blues,6211,acc_provb
65602c23bb03869d53e76a34,Q372_5,0,unint,blues,6211,acc_provc
65602c23bb03869d53e76a34,Q372_6,0,unint,blues,6211,acc_provd
65602c23bb03869d53e76a34,Q373_1,8,unint,blues,4321,acc_prova
65602c23bb03869d53e76a34,Q373_4,5,unint,blues,4321,acc_provb
65602c23bb03869d53e76a34,Q373_5,6,unint,blues,4321,acc_provc
65602c23bb03869d53e76a34,Q373_6,0,unint,blues,4321,acc_provd
5dea6bb7cdb279185b59ea7b,Q244,15,int,rocket,8642,allocation
5dea6bb7cdb279185b59ea7b,Q160,5% penalty,int,rocket,8642,penalty
5dea6bb7cdb279185b59ea7b,Q9...63,Very Blameworthy,int,rocket,8642,praiseworthy
5dea6bb7cdb279185b59ea7b,Q315,65,int,rocket,6211,allocation
5dea6bb7cdb279185b59ea7b,Q316,no penalty,int,rocket,6211,penalty
5dea6bb7cdb279185b59ea7b,Q317,Very Praiseworthy,int,rocket,6211,praiseworthy
5dea6bb7cdb279185b59ea7b,Q290,30,int,rocket,4321,allocation
5dea6bb7cdb279185b59ea7b,Q291,5% penalty,int,rocket,4321,penalty
5dea6bb7cdb279185b59ea7b,Q292,Very Blameworthy,int,rocket,4321,praiseworthy
5dea6bb7cdb279185b59ea7b,Q374_1,10,int,rocket,8642,acc_prova
5dea6bb7cdb279185b59ea7b,Q374_4,6,int,rocket,8642,acc_provb
5dea6bb7cdb279185b59ea7b,Q374_5,4,int,rocket,8642,acc_provc
5dea6bb7cdb279185b59ea7b,Q374_6,2,int,rocket,8642,acc_provd
5dea6bb7cdb279185b59ea7b,Q375_1,7,int,rocket,6211,acc_prova
5dea6bb7cdb279185b59ea7b,Q375_4,2.5,int,rocket,6211,acc_provb
5dea6bb7cdb279185b59ea7b,Q375_5,1.5,int,rocket,6211,acc_provc
5dea6bb7cdb279185b59ea7b,Q375_6,1.5,int,rocket,6211,acc_provd
5dea6bb7cdb279185b59ea7b,Q376_1,4.5,int,rocket,4321,acc_prova
5dea6bb7cdb279185b59ea7b,Q376_4,3,int,rocket,4321,acc_provb
5dea6bb7cdb279185b59ea7b,Q376_5,2.5,int,rocket,4321,acc_provc
5dea6bb7cdb279185b59ea7b,Q376_6,1.5,int,rocket,4321,acc_provd
679a7b94aea987a325617cf1,Q241,33,unint,rocket,8642,allocation
679a7b94aea987a325617cf1,Q233,5% penalty,unint,rocket,8642,penalty
679a7b94aea987a325617cf1,Q213,Moderately Blameworthy,unint,rocket,8642,praiseworthy
679a7b94aea987a325617cf1,Q310,75,unint,rocket,6211,allocation
679a7b94aea987a325617cf1,Q311,no penalty,unint,rocket,6211,penalty
679a7b94aea987a325617cf1,Q312,Very Praiseworthy,unint,rocket,6211,praiseworthy
679a7b94aea987a325617cf1,Q295,50,unint,rocket,4321,allocation
679a7b94aea987a325617cf1,Q296,5% penalty,unint,rocket,4321,penalty
679a7b94aea987a325617cf1,Q297,Very Blameworthy,unint,rocket,4321,praiseworthy
679a7b94aea987a325617cf1,Q377_1,9,unint,rocket,8642,acc_prova
679a7b94aea987a325617cf1,Q377_4,5,unint,rocket,8642,acc_provb
679a7b94aea987a325617cf1,Q377_5,3,unint,rocket,8642,acc_provc
679a7b94aea987a325617cf1,Q377_6,0,unint,rocket,8642,acc_provd
679a7b94aea987a325617cf1,Q378_1,7,unint,rocket,6211,acc_prova
679a7b94aea987a325617cf1,Q378_4,2,unint,rocket,6211,acc_provb
679a7b94aea987a325617cf1,Q378_5,0,unint,rocket,6211,acc_provc
679a7b94aea987a325617cf1,Q378_6,0,unint,rocket,6211,acc_provd
679a7b94aea987a325617cf1,Q379_1,4,unint,rocket,4321,acc_prova
679a7b94aea987a325617cf1,Q379_4,3,unint,rocket,4321,acc_provb
679a7b94aea987a325617cf1,Q379_5,1,unint,rocket,4321,acc_provc
679a7b94aea987a325617cf1,Q379_6,0,unint,rocket,4321,acc_provd
6362406ab7caf5fc96bb61c8,Q246,28,int,blues,8642,allocation
6362406ab7caf5fc96bb61c8,Q215,3% penalty,int,blues,8642,penalty
6362406ab7caf5fc96bb61c8,Q9...129,Moderately Blameworthy,int,blues,8642,praiseworthy
6362406ab7caf5fc96bb61c8,Q305,28,int,blues,6211,allocation
6362406ab7caf5fc96bb61c8,Q306,4% penalty,int,blues,6211,penalty
6362406ab7caf5fc96bb61c8,Q307,Very Blameworthy,int,blues,6211,praiseworthy
6362406ab7caf5fc96bb61c8,Q325,40,int,blues,4321,allocation
6362406ab7caf5fc96bb61c8,Q326,no penalty,int,blues,4321,penalty
6362406ab7caf5fc96bb61c8,Q327,Very Praiseworthy,int,blues,4321,praiseworthy
6362406ab7caf5fc96bb61c8,Q370_1,6.0,int,blues,8642,acc_prova
6362406ab7caf5fc96bb61c8,Q370_4,4.5,int,blues,8642,acc_provb
6362406ab7caf5fc96bb61c8,Q370_5,2.5,int,blues,8642,acc_provc
6362406ab7caf5fc96bb61c8,Q370_6,1.0,int,blues,8642,acc_provd
6362406ab7caf5fc96bb61c8,Q380_1,10,int,blues,6211,acc_prova
6362406ab7caf5fc96bb61c8,Q380_4,6.5,int,blues,6211,acc_provb
6362406ab7caf5fc96bb61c8,Q380_5,4.5,int,blues,6211,acc_provc
6362406ab7caf5fc96bb61c8,Q380_6,1.0,int,blues,6211,acc_provd
6362406ab7caf5fc96bb61c8,Q381_1,9.0,int,blues,4321,acc_prova
6362406ab7caf5fc96bb61c8,Q381_4,3.0,int,blues,4321,acc_provb
6362406ab7caf5fc96bb61c8,Q381_5,1.0,int,blues,4321,acc_provc
6362406ab7caf5fc96bb61c8,Q381_6,1.0,int,blues,4321,acc_provd
67d02f4bb8c2e87be61434ea,Q241,60,unint,rocket,8642,allocation
67d02f4bb8c2e87be61434ea,Q233,2% penalty,unint,rocket,8642,penalty
67d02f4bb8c2e87be61434ea,Q213,Neither,unint,rocket,8642,praiseworthy
67d02f4bb8c2e87be61434ea,Q310,60,unint,rocket,6211,allocation
67d02f4bb8c2e87be61434ea,Q311,2% penalty,unint,rocket,6211,penalty
67d02f4bb8c2e87be61434ea,Q312,Neither,unint,rocket,6211,praiseworthy
67d02f4bb8c2e87be61434ea,Q295,80,unint,rocket,4321,allocation
67d02f4bb8c2e87be61434ea,Q296,1% penalty,unint,rocket,4321,penalty
67d02f4bb8c2e87be61434ea,Q297,Neither,unint,rocket,4321,praiseworthy
67d02f4bb8c2e87be61434ea,Q377_1,9,unint,rocket,8642,acc_prova
67d02f4bb8c2e87be61434ea,Q377_4,7,unint,rocket,8642,acc_provb
67d02f4bb8c2e87be61434ea,Q377_5,5,unint,rocket,8642,acc_provc
67d02f4bb8c2e87be61434ea,Q377_6,1.5,unint,rocket,8642,acc_provd
67d02f4bb8c2e87be61434ea,Q378_1,5,unint,rocket,6211,acc_prova
67d02f4bb8c2e87be61434ea,Q378_4,4,unint,rocket,6211,acc_provb
67d02f4bb8c2e87be61434ea,Q378_5,1,unint,rocket,6211,acc_provc
67d02f4bb8c2e87be61434ea,Q378_6,"0,5",unint,rocket,6211,acc_provd
67d02f4bb8c2e87be61434ea,Q379_1,6,unint,rocket,4321,acc_prova
67d02f4bb8c2e87be61434ea,Q379_4,4,unint,rocket,4321,acc_provb
67d02f4bb8c2e87be61434ea,Q379_5,2.5,unint,rocket,4321,acc_provc
67d02f4bb8c2e87be61434ea,Q379_6,2,unint,rocket,4321,acc_provd
62e43203458e5e99d0df3067,Q320,50,unint,blues,8642,allocation
