StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q189,Q191,Q190,Q209_First Click,Q209_Last Click,Q209_Page Submit,Q209_Click Count,Q241,Q233,Q213,Q197_First Click,Q197_Last Click,Q197_Page Submit,Q197_Click Count,Q242,Q213,Q201,Q202_First Click,Q202_Last Click,Q202_Page Submit,Q202_Click Count,Q263,Q216,Q206,Q133_First Click,Q133_Last Click,Q133_Page Submit,Q133_Click Count,Q244,Q160,Q9,Q134_First Click,Q134_Last Click,Q134_Page Submit,Q134_Click Count,Q245,Q206,Q9,Q135_First Click,Q135_Last Click,Q135_Page Submit,Q135_Click Count,Q246,Q215,Q9,Q136_First Click,Q136_Last Click,Q136_Page Submit,Q136_Click Count,Q247,Q212,Q9,Q137_First Click,Q137_Last Click,Q137_Page Submit,Q137_Click Count,Q248,Q218,Q9,Q138_First Click,Q138_Last Click,Q138_Page Submit,Q138_Click Count,Q249,Q219,Q9,Q139_First Click,Q139_Last Click,Q139_Page Submit,Q139_Click Count,Q250,Q217,Q9,Q140_First Click,Q140_Last Click,Q140_Page Submit,Q140_Click Count,Q251,Q222,Q9,Q141_First Click,Q141_Last Click,Q141_Page Submit,Q141_Click Count,Q252,Q220,Q9,Q142_First Click,Q142_Last Click,Q142_Page Submit,Q142_Click Count,Q253,Q221,Q240,Q143_First Click,Q143_Last Click,Q143_Page Submit,Q143_Click Count,Q254,Q224,Q9,Q144_First Click,Q144_Last Click,Q144_Page Submit,Q144_Click Count,Q255,Q225,Q9,Q145_First Click,Q145_Last Click,Q145_Page Submit,Q145_Click Count,Q256,Q223,Q9,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,Q257,Q226,Q9,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q258,Q228,Q9,Q148_First Click,Q148_Last Click,Q148_Page Submit,Q148_Click Count,Q259,Q230,Q9,Q149_First Click,Q149_Last Click,Q149_Page Submit,Q149_Click Count,Q260,Q227,Q9,Q150_First Click,Q150_Last Click,Q150_Page Submit,Q150_Click Count,Q261,Q229,Q9,Q151_First Click,Q151_Last Click,Q151_Page Submit,Q151_Click Count,Q262,Q232,Q9,Q234,Q235,Q236,Q237,SubjNumTest_1,SubjNumTest_2,Q239_1,MoralDes_Intuition_1,MoralDes_Intuition_2,MoralDes_Intuition_3,MoralDes_Delib_1,MoralDes_Delib_2,MoralDes_Delib_3,MoralDes_Integration_1,MoralDes_Integration_2,MoralDes_Integration_3,MoralDes_Rules_1,MoralDes_Rules_2,MoralDes_Rules_3,MoralDes_Rules_1,MoralDes_Rules_2,MoralDes_Rules_3,Q19,Q19_3_TEXT,Q20,Q21,Q24,Q26,Q168,Q28,Q28_8_TEXT,Q30,Q32,Q33,Q34,Q35,Q192,PROLIFIC_PID,PageCount,blockOrder,blockName
2025-04-03 09:29:02,2025-04-03 09:40:58,IP Address,136.181.195.25,100,715,True,2025-04-03 09:40:58,R_7hUhlxO7Ri6yztL,,,,,42.7293,-84.5548,anonymous,EN,Desktop or laptop,Yes,English,2.793,6.681,7.34,5,25,no penalty,A Little Praiseworthy,2.294,6.134,7.011,4,25,5% penalty,Moderately Blameworthy,1.616,10.054,10.724,5,5,5% penalty,Moderately Praiseworthy,1.219,8.057,9.083,4,25,no penalty,Moderately Praiseworthy,1.907,8.692,9.305,4,25,no penalty,Neither,72.975,80.481,81.297,5,25,5% penalty,Moderately Blameworthy,2.251,9.356,10.111,5,70,no penalty,A Little Praiseworthy,4.759,12.062,12.913,4,5,no penalty,A Little Praiseworthy,5.94,20.284,21.304,5,90,5% penalty,Moderately Blameworthy,9.019,15.515,16.294,4,5,no penalty,A Little Praiseworthy,72.323,76.09,76.764,4,25,no penalty,A Little Praiseworthy,3.576,10.784,11.352,4,25,no penalty,Moderately Praiseworthy,2.273,9.038,9.93,8,25,1% penalty,A Little Blameworthy,18.163,22.404,23.158,6,25,5% penalty,Moderately Blameworthy,60.49,65.532,66.376,4,40,5% penalty,Moderately Blameworthy,1.311,5.174,5.81,4,60,no penalty,A Little Praiseworthy,3.378,11.362,12.07,4,40,no penalty,A Little Praiseworthy,2.065,8.719,9.348,4,15,no penalty,A Little Praiseworthy,3.522,7.57,8.26,4,75,5% penalty,Moderately Blameworthy,2,7.87,8.419,4,45,no penalty,A Little Praiseworthy,9.054,19.806,20.53,4,45,5% penalty,A Little Blameworthy,3.127,12.352,12.902,4,20,no penalty,A Little Praiseworthy,Somewhat Difficult,Slightly confident,Storm severity vs whether or not they declared an emergency,No,Slightly good,Somewhat good,Sometimes,Very much,Somewhat,Very much,Somewhat,Somewhat,Somewhat,Very much,Somewhat,Somewhat,Very much,Somewhat,Somewhat,Slightly,Somewhat,Somewhat,Male,,Right-handed,White,39,Slightly Conservative,Slightly Conservative,Christianity/Catholic,,Somewhat religious,Married,Bachelor's degree,Employed for wages full-time,"$100,001 - $150,000",No,5f4962321798ec4bf94a655f,23,"Start, ALLOC7, ALLOC4, ALLOC15, ALLOC20, ALLOC10, ALLOC1, Attention Check 1, ALLOC11, ALLOC5, ALLOC9, ALLOC17, ALLOC6, ALLOC16, ALLOC19, ALLOC14, Attention Check 2, ALLOC12, ALLOC13, ALLOC8, ALLOC8, ALLOC2, ALLOC18",ALLOC18
2025-04-03 09:18:02,2025-04-03 09:41:35,IP Address,162.231.249.196,100,1412,True,2025-04-03 09:41:36,R_5aGJCHlEBIk1FJf,,,,,39.2733,-94.5694,anonymous,EN,Desktop or laptop,Yes,English,16.798,29.697,30.583,4,25,no penalty,A Little Praiseworthy,15.047,31.831,34.777,5,0,no penalty,Neither,3.771,11.887,13.328,3,5,5% penalty,Moderately Praiseworthy,4.787,24.158,26.495,5,25,no penalty,A Little Praiseworthy,5.059,11.709,12.936,3,25,no penalty,Neither,2.524,9.079,11.219,3,25,2% penalty,Very Blameworthy,7.827,23.645,24.456,4,75,no penalty,Moderately Praiseworthy,9.101,19.485,23.081,4,10,no penalty,A Little Praiseworthy,8.654,41.106,43.316,5,70,3% penalty,A Little Blameworthy,14.361,43.911,45.09,3,10,no penalty,Neither,11.169,39.253,46.141,6,25,no penalty,Neither,5.717,12.996,16.454,4,25,no penalty,A Little Praiseworthy,7.07,13.599,14.501,4,25,no penalty,Neither,29.883,89.422,92.277,8,25,5% penalty,Moderately Blameworthy,10.213,32.974,34.216,4,35,2% penalty,A Little Blameworthy,11.412,32.978,35.215,4,55,no penalty,A Little Praiseworthy,24.554,28.833,33.061,4,60,no penalty,Moderately Praiseworthy,11.53,34.13,39.987,4,20,no penalty,A Little Praiseworthy,22.151,46.401,47.688,3,40,4% penalty,Very Blameworthy,43.963,52.012,55.489,3,40,no penalty,Moderately Praiseworthy,19.301,44.352,47.376,4,35,4% penalty,Moderately Blameworthy,15.687,28.249,29.002,4,20,no penalty,Moderately Praiseworthy,Somewhat Easy,Fairly confident,I considered the level of damage when determining the allocation of the budget and I would give more of the budget if there was a higher level of damage. If there was severe damage and no precautions taken I would give a higher penalty.,No,Very good,Extremely good,Very often,Very much,Somewhat,Very much,Completely,Completely,Completely,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Very much,Female,,Right-handed,White,25,Somewhat Liberal,Somewhat Liberal,None,,Not at all religious,Married,"High school graduate (high school diploma, or a legally-accepted equivalent)",Employed for wages full-time,"$60,001 - $80,000",No problems.,5fc17e97c8c4d714655b2c6f,23,"Start, ALLOC12, ALLOC8, ALLOC1, ALLOC7, ALLOC20, ALLOC13, Attention Check 1, ALLOC6, ALLOC14, ALLOC16, ALLOC18, ALLOC15, ALLOC5, ALLOC9, ALLOC10, Attention Check 2, ALLOC19, ALLOC19, ALLOC17, ALLOC11, ALLOC2, ALLOC4",ALLOC4
2025-04-03 09:02:30,2025-04-03 09:41:51,IP Address,174.174.91.38,100,2361,True,2025-04-03 09:41:52,R_7OVl24v8JquOvxz,,,,,45.3993,-122.6079,anonymous,EN,Desktop or laptop,Yes,English,3.177,19.133,20.628,10,25,no penalty,Moderately Praiseworthy,32.077,55.488,57.055,11,0,no penalty,Neither,0.895,32.121,33.342,16,5,5% penalty,Moderately Praiseworthy,2.826,54.934,56.24,16,25,no penalty,Very Praiseworthy,0.834,14.541,16.08,10,25,no penalty,Neither,0.961,16.95,18.456,10,25,no penalty,Neither,7.283,30.617,32.076,11,70,no penalty,Very Praiseworthy,2.399,21.324,23.179,13,10,no penalty,A Little Praiseworthy,0.733,19.696,21.051,34,70,no penalty,Neither,0.889,77.635,79.054,14,10,no penalty,Neither,0.841,27.317,28.601,12,25,no penalty,A Little Praiseworthy,1.888,27.22,28.653,14,25,no penalty,Neither,2.65,28.984,30.601,15,25,3% penalty,Neither,1.669,21.591,22.701,11,25,no penalty,Moderately Praiseworthy,16.445,36.222,37.708,12,35,2% penalty,Neither,6.21,27.679,29.432,10,50,no penalty,Very Praiseworthy,9.741,38.934,40.473,14,60,no penalty,Very Praiseworthy,1.609,101.995,103.006,17,20,no penalty,Very Praiseworthy,2.382,103.445,104.553,9,50,no penalty,Very Praiseworthy,2.184,77.721,78.6,10,50,no penalty,Very Praiseworthy,1.893,34.626,35.856,10,40,no penalty,Moderately Praiseworthy,1.031,58.269,59.401,12,15,no penalty,A Little Praiseworthy,Difficult,Slightly confident,"This was difficult, because it's hard enough to decide what percentage of help to apportion out, then adding the penalty idea introduces a value judgment when people are in need. Aid should be distributed based on need of citizens. After all, not all the citizens would have voted not to implement the emergency measures. So why penalize them? I tried to focus on the damage caused that needed addressing rather than the penalties.  Or the value judgment about blame and praise which are also so subjective to think about. I do understand that the penalty might incentivize people to prepare better. But what more incentive could there be that is better than the experience of being through a storm. Those that prepared would fare much better. Observing that and experiencing that should make a bigger impact than a monetary penalty in the next year. ",No,Very good,Very good,Very often,Very much,Very much,Slightly,Very much,Slightly,Slightly,Slightly,Very much,Very much,Slightly,Somewhat,Somewhat,Very much,Somewhat,Very much,Female,,Right-handed,White,57,Slightly Liberal,Slightly Liberal,None,,Not at all religious,Divorced,Bachelor's degree,Employed for wages full-time,"$40,001 - $60,000",Survey worked well,67bcd2a9ac3df6ca1b2457f0,23,"Start, ALLOC16, ALLOC2, ALLOC17, ALLOC15, ALLOC19, ALLOC12, Attention Check 1, ALLOC5, ALLOC11, ALLOC8, ALLOC10, ALLOC14, ALLOC9, ALLOC18, ALLOC6, Attention Check 2, ALLOC4, ALLOC13, ALLOC7, ALLOC20, ALLOC20, ALLOC1",ALLOC1
2025-04-03 09:00:45,2025-04-03 09:42:26,IP Address,172.58.53.180,100,2500,True,2025-04-03 09:42:27,R_3C85cdBpYG1rgHd,,,,,29.7738,-95.406,anonymous,EN,Desktop or laptop,Yes,English,6.236,14.245,16.337,5,25,no penalty,Very Praiseworthy,2.975,24.965,26.043,4,25,1% penalty,Neither,2.133,20.117,21.361,4,15,3% penalty,Neither,145.871,435.192,435.731,12,25,no penalty,Very Praiseworthy,5.942,24.263,25.436,5,25,no penalty,Neither,3.972,11.592,11.94,5,25,1% penalty,Neither,4.489,16.15,17.025,4,25,no penalty,Very Praiseworthy,4.344,49.323,50.015,5,2,no penalty,Moderately Praiseworthy,15.679,133.677,134.868,13,15,3% penalty,A Little Blameworthy,2.171,26.672,27.854,6,2,3% penalty,Neither,4.129,27.88,31.036,4,40,no penalty,Very Praiseworthy,1.803,37.046,37.983,5,90,no penalty,Very Praiseworthy,3.22,28.392,29.316,4,2,5% penalty,Very Blameworthy,2.803,14.008,15.078,4,2,5% penalty,Very Blameworthy,7.745,35.914,36.834,5,5,5% penalty,Very Blameworthy,2.778,20.718,22.41,5,50,no penalty,Very Praiseworthy,2.413,14.005,15.991,5,25,no penalty,Very Praiseworthy,11.95,44.695,45.925,4,25,no penalty,Moderately Praiseworthy,1.853,22.02,25.42,4,2,5% penalty,Very Blameworthy,3.769,11.185,12.052,4,50,no penalty,Very Praiseworthy,27.477,47.344,48.399,5,10,5% penalty,Very Blameworthy,1.932,28.033,28.508,6,50,no penalty,Very Praiseworthy,Easy,Fairly confident,I considered who made the best decision to prepare accordingly.,No,Somewhat good,Somewhat good,Always,Completely,Not at all,Completely,Somewhat,Very much,Very much,Somewhat,Somewhat,Somewhat,Completely,Slightly,Somewhat,Slightly,Somewhat,Completely,Female,,Ambidextrous,American Indian and Alaskan Native,30,Somewhat Conservative,Somewhat Conservative,None,,Not at all religious,Married,"Some college, but no college degree","Employed for wages part-time,Self-employed","$40,001 - $60,000",N/A,663a6b5037a74507ad1dd2d9,23,"Start, ALLOC2, ALLOC7, ALLOC7, ALLOC16, ALLOC19, ALLOC9, Attention Check 1, ALLOC4, ALLOC5, ALLOC6, ALLOC1, ALLOC11, ALLOC14, ALLOC20, ALLOC15, Attention Check 2, ALLOC17, ALLOC13, ALLOC12, ALLOC10, ALLOC18, ALLOC8",ALLOC8
2025-04-03 09:31:01,2025-04-03 09:43:37,IP Address,146.12.130.183,100,755,True,2025-04-03 09:43:37,R_7zahHnK8Md0dtSh,,,,,32.9599,-86.7467,anonymous,EN,Desktop or laptop,Yes,English,3.011,7.043,7.774,4,25,no penalty,Very Praiseworthy,4.337,9.625,10.859,4,0,no penalty,Neither,3.547,11.715,12.302,4,5,5% penalty,Moderately Praiseworthy,2.546,5.946,6.972,4,25,no penalty,Very Praiseworthy,2.794,9.162,9.917,4,25,2% penalty,Moderately Blameworthy,3.011,6.787,7.583,4,25,5% penalty,Moderately Blameworthy,5.005,14.725,15.608,5,70,no penalty,Very Praiseworthy,4.193,9.209,9.812,5,10,no penalty,Very Praiseworthy,10.208,16.776,17.516,4,70,5% penalty,Moderately Blameworthy,2.738,10.666,11.613,4,10,5% penalty,Moderately Blameworthy,3.034,7.266,7.853,4,40,no penalty,Very Praiseworthy,21.586,32.93,34.942,5,30,no penalty,Very Praiseworthy,13.169,33.945,35.38,5,15,5% penalty,Moderately Blameworthy,3.36,8.48,9.459,4,25,5% penalty,Moderately Blameworthy,2.802,16.214,17.225,5,25,5% penalty,Moderately Blameworthy,3.01,7.602,8.085,4,50,no penalty,Very Praiseworthy,3.92,9.248,10.444,5,70,no penalty,Very Praiseworthy,4.367,24.551,25.818,5,25,no penalty,Very Praiseworthy,3.782,10.758,11.985,4,50,5% penalty,Moderately Blameworthy,4.453,9.701,10.465,4,40,no penalty,Very Praiseworthy,3.736,10.832,11.643,4,30,5% penalty,Moderately Blameworthy,6.842,18.501,19.11,9,15,no penalty,Very Praiseworthy,Somewhat Easy,Fairly confident,I tried to weigh the severity of damage against whether the province voted for a state of emergency when deciding how much budget and blame to assign.,No,Somewhat good,Extremely good,Very often,Somewhat,Somewhat,Somewhat,Very much,Very much,Very much,Very much,Very much,Completely,Very much,Slightly,Somewhat,Very much,Very much,Completely,Male,,Right-handed,White,35,Moderate,Moderate,Christianity/Non-Catholic,,Extremely religious,Single,"High school graduate (high school diploma, or a legally-accepted equivalent)",Self-employed,"$20,001 - $40,000",None - Thank you!,6287d1278f5285de4c237d50,23,"Start, ALLOC11, ALLOC10, ALLOC16, ALLOC13, ALLOC5, ALLOC15, Attention Check 1, ALLOC18, ALLOC7, ALLOC17, ALLOC6, ALLOC1, ALLOC4, ALLOC4, ALLOC14, Attention Check 2, ALLOC9, ALLOC12, ALLOC8, ALLOC2, ALLOC19, ALLOC20",ALLOC20
2025-04-03 09:23:16,2025-04-03 09:44:05,IP Address,172.56.90.36,100,1249,True,2025-04-03 09:44:06,R_7trRGltKudkNENG,,,,,30.3773,-97.71,anonymous,EN,Desktop or laptop,Yes,English,5.996,13.369,14.337,4,30,no penalty,Moderately Praiseworthy,3.424,13.386,14.595,4,0,no penalty,Neither,10.472,19.447,23.266,5,5,5% penalty,Moderately Praiseworthy,2.545,13.1,14.158,4,60,no penalty,Very Praiseworthy,3.052,11.938,13.991,4,20,1% penalty,A Little Blameworthy,7.504,34.825,37.779,9,70,5% penalty,Very Blameworthy,17.64,92.185,94.5,11,60,5% penalty,Moderately Praiseworthy,7.721,25.384,26.4,4,10,no penalty,Very Praiseworthy,4.02,18.194,20.255,6,50,5% penalty,Very Blameworthy,8.931,34.599,35.661,9,10,no penalty,A Little Blameworthy,5.544,25.104,32.336,4,20,no penalty,Moderately Praiseworthy,7.619,20.16,20.992,4,90,no penalty,Very Praiseworthy,3.493,17.425,18.734,4,20,2% penalty,Moderately Blameworthy,3.632,16.069,17.501,6,85,4% penalty,Very Blameworthy,4.669,16.009,17.66,5,30,2% penalty,Moderately Blameworthy,3.881,25.183,31.452,5,40,2% penalty,Moderately Praiseworthy,4.555,21.63,23.585,5,60,no penalty,Moderately Praiseworthy,3.233,12.87,13.788,4,10,no penalty,Very Praiseworthy,3.602,16.724,18.279,4,80,5% penalty,Very Blameworthy,7.558,18.633,19.676,5,80,no penalty,Moderately Praiseworthy,3.039,16.946,18.687,5,80,5% penalty,Very Blameworthy,5.009,16.937,17.873,4,50,1% penalty,A Little Praiseworthy,Somewhat Easy,Highly Confident,I focused on whether they voted or not.,No,Somewhat good,Slightly good,Sometimes,Very much,Slightly,Very much,Very much,Very much,Somewhat,Very much,Very much,Very much,Somewhat,Somewhat,Somewhat,Very much,Very much,Very much,Male,,Right-handed,White,19,Moderate,Moderate,Christianity/Non-Catholic,,Somewhat religious,Never married and not currently engaged,"Some high school, no diploma",A student,"$0 - $20,000",None.,676e205d9d4ed64ca5e21411,23,"Start, ALLOC5, ALLOC6, ALLOC14, ALLOC4, ALLOC9, ALLOC8, Attention Check 1, ALLOC11, ALLOC18, ALLOC20, ALLOC19, ALLOC17, ALLOC1, ALLOC1, ALLOC13, Attention Check 2, ALLOC7, ALLOC15, ALLOC10, ALLOC16, ALLOC2, ALLOC12",ALLOC12
2025-04-03 09:32:03,2025-04-03 09:45:27,IP Address,173.47.17.136,100,804,True,2025-04-03 09:45:28,R_3xxCOPt4MRCoE8r,,,,,35.4123,-99.425,anonymous,EN,Desktop or laptop,Yes,English,2.578,8.384,9.169,3,25,5% penalty,Very Blameworthy,3.884,8.996,10.263,3,0,no penalty,Neither,2.347,8.081,10.587,4,5,5% penalty,Moderately Praiseworthy,2.3,6.944,7.554,4,25,no penalty,Very Praiseworthy,2.397,8.91,9.905,5,25,no penalty,Neither,2.537,7.456,8.438,4,0,5% penalty,Very Blameworthy,3.983,12.594,13.145,6,70,no penalty,Very Praiseworthy,2.368,11.341,12.07,4,1,5% penalty,Very Blameworthy,3.156,25.834,26.696,9,85,4% penalty,Very Blameworthy,2.032,9.695,11.033,4,0,no penalty,Neither,2.143,16.242,17.101,6,25,2% penalty,Very Blameworthy,2.718,7.099,10.16,4,25,no penalty,Very Praiseworthy,2.749,15.451,16.337,4,0,2% penalty,Very Blameworthy,3.604,17,18.233,4,25,5% penalty,Very Blameworthy,2.426,15.369,16.062,4,30,3% penalty,Moderately Blameworthy,2.449,41.455,42.154,5,60,no penalty,Moderately Praiseworthy,3.117,12.678,13.265,4,50,no penalty,Moderately Praiseworthy,2.222,24.169,26.29,4,25,no penalty,Moderately Blameworthy,7.28,15.01,16.155,4,40,5% penalty,Very Blameworthy,2.597,52,52.937,6,40,no penalty,Very Praiseworthy,2.22,6.65,7.474,4,0,5% penalty,Very Blameworthy,2.266,13.458,14.17,4,35,no penalty,Very Praiseworthy,Very Easy,Completely Confident,what each number was at,No,Extremely good,Extremely good,Always,Not at all,Not at all,Not at all,Not at all,Completely,Completely,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Completely,Completely,Male,,Ambidextrous,White,33,Moderate,Moderate,Other,deism,Not at all religious,Divorced,"High school graduate (high school diploma, or a legally-accepted equivalent)",A homemaker,"$20,001 - $40,000",no,5d8a29c082fec30001d9c24a,23,"Start, ALLOC18, ALLOC17, ALLOC12, ALLOC7, ALLOC7, ALLOC16, Attention Check 1, ALLOC20, ALLOC8, ALLOC15, ALLOC10, ALLOC13, ALLOC14, ALLOC4, ALLOC5, Attention Check 2, ALLOC6, ALLOC9, ALLOC1, ALLOC11, ALLOC19, ALLOC2",ALLOC2
2025-04-03 09:29:12,2025-04-03 09:47:04,IP Address,140.186.238.160,100,1071,True,2025-04-03 09:47:04,R_7ZCh2hzalJEls2J,,,,,46.8524,-96.8121,anonymous,EN,Desktop or laptop,Yes,English,4.502,16.965,18.132,6,25,no penalty,Neither,11.572,22.247,23.366,6,0,no penalty,Neither,10.207,22.485,23.3,7,5,5% penalty,Moderately Praiseworthy,2.69,10.758,11.528,5,25,no penalty,Moderately Praiseworthy,5.198,15.475,16.528,6,25,no penalty,Neither,4.988,15.264,16.281,5,25,no penalty,Neither,5.485,20.192,21.39,8,65,no penalty,Moderately Praiseworthy,5.15,19.495,20.274,7,5,3% penalty,A Little Blameworthy,5.117,14.645,17.165,5,60,no penalty,Neither,22.202,60.019,61.243,6,5,no penalty,A Little Praiseworthy,11.417,29.03,30.155,7,25,no penalty,Neither,3.836,17.131,18.378,6,35,no penalty,Very Praiseworthy,17.689,32.967,34.493,7,25,2% penalty,A Little Blameworthy,12.32,20.321,21.363,5,25,5% penalty,Moderately Blameworthy,42.014,56.767,58.14,6,35,1% penalty,A Little Blameworthy,7.903,32.174,33.227,7,50,no penalty,A Little Praiseworthy,11.062,28.596,29.651,7,55,no penalty,Moderately Praiseworthy,11.641,33.359,35.169,6,15,no penalty,Neither,65.405,80.964,81.75,7,35,5% penalty,Moderately Blameworthy,10.049,23.229,24.3,6,65,no penalty,Moderately Praiseworthy,7.023,25.465,26.727,6,50,3% penalty,A Little Blameworthy,12.767,29.781,31.02,6,20,no penalty,Neither,Somewhat Difficult,Slightly confident,"I tried to compare the amount of damage and who chose to declare a state of emergency, especially when a lot of damage was done.",No,Slightly good,Slightly good,Very often,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Somewhat,Slightly,Slightly,Somewhat,Somewhat,Very much,Female,,Right-handed,White,38,Extremely Liberal,Extremely Liberal,None,,Not at all religious,Engaged,Bachelor's degree,Employed for wages full-time,"$60,001 - $80,000",No,65451f64283c55141ad604f9,23,"Start, ALLOC8, ALLOC14, ALLOC9, ALLOC9, ALLOC19, ALLOC4, Attention Check 1, ALLOC16, ALLOC18, ALLOC6, ALLOC13, ALLOC11, ALLOC1, ALLOC20, ALLOC15, Attention Check 2, ALLOC5, ALLOC12, ALLOC2, ALLOC10, ALLOC7, ALLOC17",ALLOC17
2025-04-03 09:18:22,2025-04-03 09:47:27,IP Address,98.180.244.85,100,1744,True,2025-04-03 09:47:28,R_33x0qMEyvYzCca1,,,,,29.6475,-82.404,anonymous,EN,Desktop or laptop,Yes,english,5.552,11.762,13.022,4,25,no penalty,Moderately Praiseworthy,9.466,22.551,23.801,4,0,no penalty,Neither,8.337,14.369,16.054,4,5,5% penalty,Moderately Praiseworthy,4.306,11.603,12.727,4,25,no penalty,Moderately Praiseworthy,4.1,15.085,16.318,7,25,2% penalty,A Little Blameworthy,11.761,119.191,128.146,10,25,5% penalty,Very Blameworthy,5.426,23.841,24.825,8,80,no penalty,Very Praiseworthy,6.364,89.223,89.879,8,3,no penalty,Very Praiseworthy,78.257,87.952,89.201,4,95,5% penalty,Very Blameworthy,27.67,85.903,87.25,8,5,1% penalty,A Little Blameworthy,4.895,18.663,20.441,6,25,no penalty,Very Praiseworthy,10.266,48.089,49.216,8,25,no penalty,Very Praiseworthy,6.952,44.779,47.467,11,20,3% penalty,Moderately Blameworthy,4.053,10.843,13.206,5,25,5% penalty,Very Blameworthy,7.274,73.29,80.993,9,40,3% penalty,Moderately Blameworthy,4.159,59.148,60.353,10,55,no penalty,Very Praiseworthy,5.432,39.542,40.781,6,70,no penalty,Very Praiseworthy,10.848,37.019,42.503,6,15,no penalty,Very Praiseworthy,5.807,17.801,24.044,5,40,5% penalty,Very Blameworthy,5.841,11.303,13.459,4,60,5% penalty,Very Blameworthy,11.063,25.243,27.45,5,50,5% penalty,Very Blameworthy,5.745,35.987,41.746,6,26,no penalty,Moderately Praiseworthy,Somewhat Easy,Fairly confident,"If they took the right precautions to prepare for the storms or not. ",No,Slightly good,Very good,Very often,Very much,Very much,Very much,Very much,Somewhat,Very much,Very much,Somewhat,Somewhat,Very much,Very much,Somewhat,Completely,Very much,Very much,Male,,Right-handed,White,44,Extremely Liberal,Extremely Liberal,Christianity/Non-Catholic,,Very religious,Married,Associate degree,Employed for wages full-time,"$40,001 - $60,000","No issues. I enjoyed taking this survey. Please consider me for future studies. Thank you. ",5969496f06679c00014b818e,23,"Start, ALLOC4, ALLOC14, ALLOC6, ALLOC8, ALLOC13, ALLOC5, Attention Check 1, ALLOC20, ALLOC16, ALLOC19, ALLOC1, ALLOC11, ALLOC15, ALLOC9, ALLOC17, Attention Check 2, ALLOC18, ALLOC10, ALLOC7, ALLOC7, ALLOC2, ALLOC12",ALLOC12
2025-04-03 09:28:51,2025-04-03 09:47:44,IP Address,75.30.237.160,100,1132,True,2025-04-03 09:47:44,R_6dhDlzyS9xroZiX,,,,,41.6325,-81.4034,anonymous,EN,Desktop or laptop,Yes,English/Chinese (equally),16.218,60.982,64.797,13,25,no penalty,A Little Praiseworthy,2.85,32.434,34.374,16,0,no penalty,Neither,1.842,19.464,24.917,15,5,5% penalty,Moderately Praiseworthy,2.48,6.668,9.323,8,25,no penalty,Neither,3.149,8.305,11.943,9,25,no penalty,Neither,5.749,16.601,18.013,7,25,1% penalty,Neither,3.355,8.975,12.988,6,70,no penalty,Neither,5.207,13.335,16.01,8,5,no penalty,Neither,5.984,27.952,29.071,10,70,1% penalty,Neither,2.384,13.168,13.99,6,5,no penalty,Neither,2.243,12.056,13.151,9,25,no penalty,Neither,3.802,22.632,24.18,10,25,no penalty,Neither,2.675,13.238,14.625,8,25,no penalty,Neither,5.495,20.675,22.201,10,25,no penalty,Neither,3.995,23.778,27.398,14,40,1% penalty,Neither,1.989,15.061,17.406,14,50,no penalty,Neither,2.951,14.091,17.472,7,60,no penalty,Neither,9.212,34.202,36.362,9,20,no penalty,A Little Praiseworthy,2.007,11.568,12.946,5,60,1% penalty,A Little Blameworthy,3.037,22.923,24.366,6,40,no penalty,Neither,2.746,14.212,15.351,5,35,1% penalty,Neither,2.826,18.452,19.489,5,15,no penalty,A Little Praiseworthy,Somewhat Easy,Slightly confident,"I don't believe in penalizing or assigning blame to overall populations -- but I think praise is mostly fine. I chose 1% because it seemed mild , but still a consequence.",No,Extremely good,Extremely good,Always,Somewhat,Slightly,Somewhat,Completely,Very much,Very much,Very much,Very much,Very much,Slightly,Slightly,Slightly,Very much,Very much,Very much,Other,enby/agender,Right-handed,Asian,38,Extremely Liberal,Extremely Liberal,None,,Not at all religious,Never married and not currently engaged,Master's degree,Employed for wages part-time,"$40,001 - $60,000","I think everything was fine -- maybe the fund allocation for each province (whether or not out of 100%) should be explained clearly, but I guess that was self-explanatory.",63e576170eb086a90644efb4,23,"Start, ALLOC1, ALLOC16, ALLOC7, ALLOC12, ALLOC13, ALLOC10, Attention Check 1, ALLOC4, ALLOC17, ALLOC2, ALLOC6, ALLOC6, ALLOC5, ALLOC19, ALLOC11, Attention Check 2, ALLOC20, ALLOC15, ALLOC14, ALLOC9, ALLOC18, ALLOC8",ALLOC8
